atomCode_fluorinated_compoundsCode,NMR_Peaks,SMILES_self,AtomDegreeDescriptor-aNeg_self,AtomHybridizationDescriptor-aHyb_self,AtomHybridizationVSEPRDescriptor-hybr_self,AtomValenceDescriptor-val_self,BondsToAtomDescriptor-bondsToAtom_self,CovalentRadiusDescriptor-covalentRadius_self,DistanceToAtomDescriptor-distanceToAtom_self,EffectiveAtomPolarizabilityDescriptor-effAtomPol_self,IPAtomicHOSEDescriptor-ipAtomicHOSE_self,InductiveAtomicHardnessDescriptor-indAtomHardnesss_self,InductiveAtomicSoftnessDescriptor-indAtomSoftness_self,PartialPiChargeDescriptor-pepe_self,PartialSigmaChargeDescriptor-partialSigmaCharge_self,PartialTChargeMMFF94Descriptor-partialTCMMFF94_self,PartialTChargePEOEDescriptor-pepeT_self,PeriodicTablePositionDescriptor-periodicTablePosition_self,PiElectronegativityDescriptor-elecPiA_self,level_0_neighbor1,index_neighbor1,SMILES_neighbor1,AtomDegreeDescriptor-aNeg_neighbor1,AtomHybridizationDescriptor-aHyb_neighbor1,AtomHybridizationVSEPRDescriptor-hybr_neighbor1,AtomValenceDescriptor-val_neighbor1,BondsToAtomDescriptor-bondsToAtom_neighbor1,CovalentRadiusDescriptor-covalentRadius_neighbor1,DistanceToAtomDescriptor-distanceToAtom_neighbor1,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor1,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor1,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor1,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor1,PartialPiChargeDescriptor-pepe_neighbor1,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor1,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor1,PartialTChargePEOEDescriptor-pepeT_neighbor1,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor1,PiElectronegativityDescriptor-elecPiA_neighbor1,level_0_neighbor2,index_neighbor2,SMILES_neighbor2,AtomDegreeDescriptor-aNeg_neighbor2,AtomHybridizationDescriptor-aHyb_neighbor2,AtomHybridizationVSEPRDescriptor-hybr_neighbor2,AtomValenceDescriptor-val_neighbor2,BondsToAtomDescriptor-bondsToAtom_neighbor2,CovalentRadiusDescriptor-covalentRadius_neighbor2,DistanceToAtomDescriptor-distanceToAtom_neighbor2,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor2,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor2,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor2,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor2,PartialPiChargeDescriptor-pepe_neighbor2,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor2,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor2,PartialTChargePEOEDescriptor-pepeT_neighbor2,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor2,PiElectronegativityDescriptor-elecPiA_neighbor2,level_0_neighbor3,index_neighbor3,SMILES_neighbor3,AtomDegreeDescriptor-aNeg_neighbor3,AtomHybridizationDescriptor-aHyb_neighbor3,AtomHybridizationVSEPRDescriptor-hybr_neighbor3,AtomValenceDescriptor-val_neighbor3,BondsToAtomDescriptor-bondsToAtom_neighbor3,CovalentRadiusDescriptor-covalentRadius_neighbor3,DistanceToAtomDescriptor-distanceToAtom_neighbor3,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor3,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor3,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor3,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor3,PartialPiChargeDescriptor-pepe_neighbor3,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor3,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor3,PartialTChargePEOEDescriptor-pepeT_neighbor3,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor3,PiElectronegativityDescriptor-elecPiA_neighbor3,SMILES,Compound name,Solvent_used_for_NMR
3_ethers_6,-74.62,F,1.0,3.0,3.0,7.0,2.0,0.72,2.189502852247514,2.823125000000001,0.0,1.854214962089765,0.5393117952586064,0.0,-0.1674677142652378,-0.317,-0.1674677142652378,2.0,4.9781955529083515,0,1,C,4.0,3.0,3.0,4.0,1.0,0.77,1.3503336661729204,4.28625,0.0,1.0519848823325528,0.9505840024836788,0.0,0.4242866246894082,0.951,0.4242866246894082,2.0,0.0,1,2,F,1.0,3.0,3.0,7.0,2.0,0.72,2.1796012708750196,2.823125000000001,0.0,1.976393992349164,0.505971989325564,0.0,-0.1674677142652378,-0.317,-0.1674677142652378,2.0,4.9781955529083515,2.0,0.0,F,1.0,3.0,3.0,7.0,0.0,0.72,0.0,2.823125000000001,0.0,1.8542086502112511,0.539313631120246,0.0,-0.1674677142652378,-0.317,-0.1674677142652378,2.0,4.9781955529083515,FC(F)(F)COCC(F)(F)F,"1-(2,2-difluoropropoxy)-2,2-dimethylpropane",CDCl3
8_ethers_6,-74.62,F,1.0,3.0,3.0,7.0,6.0,0.72,5.092255689770497,2.823125000000001,0.0,1.854272694000897,0.539295004038665,0.0,-0.1674677142652379,-0.317,-0.1674677142652379,2.0,4.978195552908351,0,7,C,4.0,3.0,3.0,4.0,5.0,0.77,5.189419083095911,4.28625,0.0,1.0520276396097208,0.950545368153044,0.0,0.4242866246894081,0.951,0.4242866246894081,2.0,0.0,1,9,F,1.0,3.0,3.0,7.0,6.0,0.72,6.39921415409736,2.823125000000001,0.0,1.9764969025632628,0.505945644894828,0.0,-0.1674677142652379,-0.317,-0.1674677142652379,2.0,4.978195552908351,2.0,10.0,F,1.0,3.0,3.0,7.0,6.0,0.72,5.543098315924047,2.823125000000001,0.0,1.8543823718206711,0.5392631073267695,0.0,-0.1674677142652379,-0.317,-0.1674677142652379,2.0,4.978195552908351,FC(F)(F)COCC(F)(F)F,"1-(2,2-difluoropropoxy)-2,2-dimethylpropane",CDCl3
9_ethers_6,-74.62,F,1.0,3.0,3.0,7.0,6.0,0.72,6.39921415409736,2.823125000000001,0.0,1.9764969025632628,0.505945644894828,0.0,-0.1674677142652379,-0.317,-0.1674677142652379,2.0,4.978195552908351,0,7,C,4.0,3.0,3.0,4.0,5.0,0.77,5.189419083095911,4.28625,0.0,1.0520276396097208,0.950545368153044,0.0,0.4242866246894081,0.951,0.4242866246894081,2.0,0.0,1,10,F,1.0,3.0,3.0,7.0,6.0,0.72,5.543098315924047,2.823125000000001,0.0,1.8543823718206711,0.5392631073267695,0.0,-0.1674677142652379,-0.317,-0.1674677142652379,2.0,4.978195552908351,2.0,8.0,F,1.0,3.0,3.0,7.0,6.0,0.72,5.092255689770497,2.823125000000001,0.0,1.854272694000897,0.539295004038665,0.0,-0.1674677142652379,-0.317,-0.1674677142652379,2.0,4.978195552908351,FC(F)(F)COCC(F)(F)F,"1-(2,2-difluoropropoxy)-2,2-dimethylpropane",CDCl3
10_ethers_6,-74.62,F,1.0,3.0,3.0,7.0,6.0,0.72,5.543098315924047,2.823125000000001,0.0,1.8543823718206711,0.5392631073267695,0.0,-0.1674677142652379,-0.317,-0.1674677142652379,2.0,4.978195552908351,0,7,C,4.0,3.0,3.0,4.0,5.0,0.77,5.189419083095911,4.28625,0.0,1.0520276396097208,0.950545368153044,0.0,0.4242866246894081,0.951,0.4242866246894081,2.0,0.0,1,9,F,1.0,3.0,3.0,7.0,6.0,0.72,6.39921415409736,2.823125000000001,0.0,1.9764969025632628,0.505945644894828,0.0,-0.1674677142652379,-0.317,-0.1674677142652379,2.0,4.978195552908351,2.0,8.0,F,1.0,3.0,3.0,7.0,6.0,0.72,5.092255689770497,2.823125000000001,0.0,1.854272694000897,0.539295004038665,0.0,-0.1674677142652379,-0.317,-0.1674677142652379,2.0,4.978195552908351,FC(F)(F)COCC(F)(F)F,"1-(2,2-difluoropropoxy)-2,2-dimethylpropane",CDCl3
6_From_Review_66,-211.0,F,1.0,3.0,3.0,7.0,5.0,0.72,4.861683058365693,3.824968750000001,0.0,1.4557007060433778,0.686954396496804,0.0,-0.2132346596244104,-0.317,-0.2132346596244104,2.0,4.442831651575656,0,5,C,3.0,3.0,3.0,4.0,4.0,0.77,4.410240250825344,6.289937500000001,0.0,0.9808463362910144,1.0195276905263404,0.0,0.3481637862139374,0.4,0.3481637862139374,2.0,0.0,1,3,C,3.0,2.0,2.0,4.0,3.0,0.77,3.152899811284843,6.063437500000003,0.0,0.9269613562228856,1.0787936231502973,0.2334227778286425,0.3172504528339362,0.6450000000000001,0.5506732306625788,2.0,8.69105291963039,2.0,7.0,P,4.0,3.0,3.0,5.0,5.0,1.06,5.876056937266691,6.722906250000001,0.0,0.6929055739659262,1.4431980887040392,11.850387889080311,0.3697777717232379,1.273,12.220165660803548,3.0,15.787889371568042,CCOC(=O)C(F)P(=O)(OCC)OCC,ethyl 2-(diethoxyphosphoryl)-2-fluoroacetate,CDCl3
6_From_Review_99,-163.0,F,1.0,3.0,3.0,7.0,5.0,0.72,4.7095719221602295,4.977968750000001,0.0,1.784716220691768,0.5603131682259229,0.0,-0.2146571516762654,-0.317,-0.2146571516762654,2.0,4.426573172676519,0,5,C,3.0,3.0,3.0,4.0,4.0,0.77,4.445607775096675,8.595937500000002,0.0,1.2207949944637944,0.8191383520860738,0.0,0.2939084470094996,0.648,0.2939084470094996,2.0,0.0,1,3,C,3.0,2.0,2.0,4.0,3.0,0.77,3.1471844353326355,7.2164375,0.0,1.0700744958975812,0.9345143761801344,0.0465836823247,0.3154600318837433,0.6450000000000001,0.3620437142084433,2.0,8.674657214367302,2.0,2.0,O,2.0,3.0,3.0,6.0,2.0,0.73,2.420876423942371,6.33615625,0.0,1.3793606271447618,0.7249735713204837,0.0582377428438359,-0.2986922322627917,-0.391,-0.2404544894189557,2.0,4.112439441657982,CCOC(=O)C(F)SCC,ethyl 2-(ethylthio)-2-fluoroacetate,CDCl3
4_Cl_3,-118.51,F,1.0,3.0,3.0,7.0,3.0,0.72,2.789776180986568,4.2502812500000005,0.0,1.0631829010855942,0.9405719363798276,0.0,-0.1883661880173772,-0.317,-0.1883661880173772,2.0,4.7307813761561155,0,3,C,4.0,3.0,3.0,4.0,2.0,0.77,2.4135544410681935,7.1405625000000015,0.0,0.7000921330286037,1.4283834267269833,0.0,0.3934787276959006,0.7290000000000001,0.3934787276959006,2.0,0.0,1,5,F,1.0,3.0,3.0,7.0,3.0,0.72,3.5255027584728964,4.2502812500000005,0.0,1.074802550529615,0.9304034489937192,0.0,-0.1883661880173772,-0.317,-0.1883661880173772,2.0,4.7307813761561155,2.0,14.0,F,1.0,3.0,3.0,7.0,6.0,0.72,4.903932142678975,4.156218749999999,0.0,0.9461520451179224,1.0569125809746216,0.0,-0.1921332745886605,-0.317,-0.1921332745886605,2.0,4.686711122960803,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
5_Cl_3,-118.51,F,1.0,3.0,3.0,7.0,3.0,0.72,3.5255027584728964,4.2502812500000005,0.0,1.074802550529615,0.9304034489937192,0.0,-0.1883661880173772,-0.317,-0.1883661880173772,2.0,4.7307813761561155,0,3,C,4.0,3.0,3.0,4.0,2.0,0.77,2.4135544410681935,7.1405625000000015,0.0,0.7000921330286037,1.4283834267269833,0.0,0.3934787276959006,0.7290000000000001,0.3934787276959006,2.0,0.0,1,4,F,1.0,3.0,3.0,7.0,3.0,0.72,2.789776180986568,4.2502812500000005,0.0,1.0631829010855942,0.9405719363798276,0.0,-0.1883661880173772,-0.317,-0.1883661880173772,2.0,4.7307813761561155,2.0,6.0,C,4.0,3.0,3.0,4.0,3.0,0.77,3.094790929933717,7.089874999999999,0.0,0.6572211757545795,1.5215577904224764,0.0,0.3870639471778181,0.634,0.3870639471778181,2.0,0.0,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
7_Cl_3,-121.81,F,1.0,3.0,3.0,7.0,4.0,0.72,3.365323393078294,4.224937500000001,0.0,1.08169415035307,0.9244757399063268,0.0,-0.1917637508102085,-0.317,-0.1917637508102085,2.0,4.691026962959372,0,6,C,4.0,3.0,3.0,4.0,3.0,0.77,3.094790929933717,7.089874999999999,0.0,0.6572211757545795,1.5215577904224764,0.0,0.3870639471778181,0.634,0.3870639471778181,2.0,0.0,1,8,F,1.0,3.0,3.0,7.0,4.0,0.72,2.97825859186203,4.224937500000001,0.0,1.0426089117473984,0.9591324117151592,0.0,-0.1917637508102085,-0.317,-0.1917637508102085,2.0,4.691026962959372,2.0,9.0,C,4.0,3.0,3.0,4.0,4.0,0.77,4.567233019017094,7.036125,0.0,0.6213782655474489,1.6093256804194405,0.0,0.3845944868037048,0.634,0.3845944868037048,2.0,0.0,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
8_Cl_3,-121.81,F,1.0,3.0,3.0,7.0,4.0,0.72,2.97825859186203,4.224937500000001,0.0,1.0426089117473984,0.9591324117151592,0.0,-0.1917637508102085,-0.317,-0.1917637508102085,2.0,4.691026962959372,0,6,C,4.0,3.0,3.0,4.0,3.0,0.77,3.094790929933717,7.089874999999999,0.0,0.6572211757545795,1.5215577904224764,0.0,0.3870639471778181,0.634,0.3870639471778181,2.0,0.0,1,7,F,1.0,3.0,3.0,7.0,4.0,0.72,3.365323393078294,4.224937500000001,0.0,1.08169415035307,0.9244757399063268,0.0,-0.1917637508102085,-0.317,-0.1917637508102085,2.0,4.691026962959372,2.0,3.0,C,4.0,3.0,3.0,4.0,2.0,0.77,2.4135544410681935,7.1405625000000015,0.0,0.7000921330286037,1.4283834267269833,0.0,0.3934787276959006,0.7290000000000001,0.3934787276959006,2.0,0.0,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
10_Cl_3,-121.81,F,1.0,3.0,3.0,7.0,5.0,0.72,5.206849474490308,4.198062499999999,0.0,0.9601096923740976,1.0415476564216992,0.0,-0.1921179230592222,-0.317,-0.1921179230592222,2.0,4.686890389727327,0,9,C,4.0,3.0,3.0,4.0,4.0,0.77,4.567233019017094,7.036125,0.0,0.6213782655474489,1.6093256804194405,0.0,0.3845944868037048,0.634,0.3845944868037048,2.0,0.0,1,11,F,1.0,3.0,3.0,7.0,5.0,0.72,5.333330731353532,4.198062499999999,0.0,0.9291190878803888,1.0762882961336129,0.0,-0.1921179230592222,-0.317,-0.1921179230592222,2.0,4.686890389727327,2.0,12.0,C,4.0,3.0,3.0,4.0,5.0,0.77,5.162294445302399,6.9524375,0.0,0.6190835298822964,1.6152909126658974,0.0,0.3842843760700319,0.634,0.3842843760700319,2.0,0.0,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
11_Cl_3,-121.81,F,1.0,3.0,3.0,7.0,5.0,0.72,5.333330731353532,4.198062499999999,0.0,0.9291190878803888,1.0762882961336129,0.0,-0.1921179230592222,-0.317,-0.1921179230592222,2.0,4.686890389727327,0,9,C,4.0,3.0,3.0,4.0,4.0,0.77,4.567233019017094,7.036125,0.0,0.6213782655474489,1.6093256804194405,0.0,0.3845944868037048,0.634,0.3845944868037048,2.0,0.0,1,10,F,1.0,3.0,3.0,7.0,5.0,0.72,5.206849474490308,4.198062499999999,0.0,0.9601096923740976,1.0415476564216992,0.0,-0.1921179230592222,-0.317,-0.1921179230592222,2.0,4.686890389727327,2.0,19.0,F,1.0,3.0,3.0,7.0,8.0,0.72,7.434518799492003,3.9259921875,0.0,0.9229195470459516,1.083518063086609,0.0,-0.1919991326803526,-0.317,-0.1919991326803526,2.0,4.688277649326356,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
13_Cl_3,-121.81,F,1.0,3.0,3.0,7.0,6.0,0.72,5.057330379755706,4.156218749999999,0.0,0.961310154145643,1.0402469959227074,0.0,-0.1921332745886605,-0.317,-0.1921332745886605,2.0,4.686711122960803,0,12,C,4.0,3.0,3.0,4.0,5.0,0.77,5.162294445302399,6.9524375,0.0,0.6190835298822964,1.6152909126658974,0.0,0.3842843760700319,0.634,0.3842843760700319,2.0,0.0,1,14,F,1.0,3.0,3.0,7.0,6.0,0.72,4.903932142678975,4.156218749999999,0.0,0.9461520451179224,1.0569125809746216,0.0,-0.1921332745886605,-0.317,-0.1921332745886605,2.0,4.686711122960803,2.0,9.0,C,4.0,3.0,3.0,4.0,4.0,0.77,4.567233019017094,7.036125,0.0,0.6213782655474489,1.6093256804194405,0.0,0.3845944868037048,0.634,0.3845944868037048,2.0,0.0,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
14_Cl_3,-121.81,F,1.0,3.0,3.0,7.0,6.0,0.72,4.903932142678975,4.156218749999999,0.0,0.9461520451179224,1.0569125809746216,0.0,-0.1921332745886605,-0.317,-0.1921332745886605,2.0,4.686711122960803,0,12,C,4.0,3.0,3.0,4.0,5.0,0.77,5.162294445302399,6.9524375,0.0,0.6190835298822964,1.6152909126658974,0.0,0.3842843760700319,0.634,0.3842843760700319,2.0,0.0,1,13,F,1.0,3.0,3.0,7.0,6.0,0.72,5.057330379755706,4.156218749999999,0.0,0.961310154145643,1.0402469959227074,0.0,-0.1921332745886605,-0.317,-0.1921332745886605,2.0,4.686711122960803,2.0,4.0,F,1.0,3.0,3.0,7.0,3.0,0.72,2.789776180986568,4.2502812500000005,0.0,1.0631829010855942,0.9405719363798276,0.0,-0.1883661880173772,-0.317,-0.1883661880173772,2.0,4.7307813761561155,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
16_Cl_3,-122.75,F,1.0,3.0,3.0,7.0,7.0,0.72,7.287022743205898,4.078484375000001,0.0,1.0204951658876655,0.9799164498051904,0.0,-0.1921311687340014,-0.317,-0.1921311687340014,2.0,4.68673571382159,0,15,C,4.0,3.0,3.0,4.0,6.0,0.77,6.675607252527668,6.79696875,0.0,0.630493407159437,1.586059407829975,0.0,0.3843952453570179,0.634,0.3843952453570179,2.0,0.0,1,17,F,1.0,3.0,3.0,7.0,7.0,0.72,7.123040637255975,4.078484375000001,0.0,0.9864168726804432,1.0137701692821277,0.0,-0.1921311687340014,-0.317,-0.1921311687340014,2.0,4.68673571382159,2.0,12.0,C,4.0,3.0,3.0,4.0,5.0,0.77,5.162294445302399,6.9524375,0.0,0.6190835298822964,1.6152909126658974,0.0,0.3842843760700319,0.634,0.3842843760700319,2.0,0.0,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
17_Cl_3,-122.75,F,1.0,3.0,3.0,7.0,7.0,0.72,7.123040637255975,4.078484375000001,0.0,0.9864168726804432,1.0137701692821277,0.0,-0.1921311687340014,-0.317,-0.1921311687340014,2.0,4.68673571382159,0,15,C,4.0,3.0,3.0,4.0,6.0,0.77,6.675607252527668,6.79696875,0.0,0.630493407159437,1.586059407829975,0.0,0.3843952453570179,0.634,0.3843952453570179,2.0,0.0,1,16,F,1.0,3.0,3.0,7.0,7.0,0.72,7.287022743205898,4.078484375000001,0.0,1.0204951658876655,0.9799164498051904,0.0,-0.1921311687340014,-0.317,-0.1921311687340014,2.0,4.68673571382159,2.0,18.0,C,4.0,3.0,3.0,4.0,7.0,0.77,7.486577008219443,6.4919843749999995,0.0,0.6270313444496236,1.5948166050259407,0.0,0.3871115893573287,0.634,0.3871115893573287,2.0,0.0,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
19_Cl_3,-122.75,F,1.0,3.0,3.0,7.0,8.0,0.72,7.434518799492003,3.9259921875,0.0,0.9229195470459516,1.083518063086609,0.0,-0.1919991326803526,-0.317,-0.1919991326803526,2.0,4.688277649326356,0,18,C,4.0,3.0,3.0,4.0,7.0,0.77,7.486577008219443,6.4919843749999995,0.0,0.6270313444496236,1.5948166050259407,0.0,0.3871115893573287,0.634,0.3871115893573287,2.0,0.0,1,20,F,1.0,3.0,3.0,7.0,8.0,0.72,7.270948841794996,3.9259921875,0.0,0.9577429741685904,1.0441214678375403,0.0,-0.1919991326803526,-0.317,-0.1919991326803526,2.0,4.688277649326356,2.0,11.0,F,1.0,3.0,3.0,7.0,5.0,0.72,5.333330731353532,4.198062499999999,0.0,0.9291190878803888,1.0762882961336129,0.0,-0.1921179230592222,-0.317,-0.1921179230592222,2.0,4.686890389727327,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
20_Cl_3,-122.75,F,1.0,3.0,3.0,7.0,8.0,0.72,7.270948841794996,3.9259921875,0.0,0.9577429741685904,1.0441214678375403,0.0,-0.1919991326803526,-0.317,-0.1919991326803526,2.0,4.688277649326356,0,18,C,4.0,3.0,3.0,4.0,7.0,0.77,7.486577008219443,6.4919843749999995,0.0,0.6270313444496236,1.5948166050259407,0.0,0.3871115893573287,0.634,0.3871115893573287,2.0,0.0,1,19,F,1.0,3.0,3.0,7.0,8.0,0.72,7.434518799492003,3.9259921875,0.0,0.9229195470459516,1.083518063086609,0.0,-0.1919991326803526,-0.317,-0.1919991326803526,2.0,4.688277649326356,2.0,15.0,C,4.0,3.0,3.0,4.0,6.0,0.77,6.675607252527668,6.79696875,0.0,0.630493407159437,1.586059407829975,0.0,0.3843952453570179,0.634,0.3843952453570179,2.0,0.0,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
22_Cl_3,-126.24,F,1.0,3.0,3.0,7.0,9.0,0.72,9.30322337364851,3.62249609375,0.0,1.112860919329592,0.8985848839066238,0.0,-0.1889240070421461,-0.317,-0.1889240070421461,2.0,4.724245415277225,0,21,C,4.0,3.0,3.0,4.0,8.0,0.77,8.946694113470071,5.8849921875,0.0,0.6848343686497385,1.4602070891559684,0.0,0.4089052813900671,0.634,0.4089052813900671,2.0,0.0,1,23,F,1.0,3.0,3.0,7.0,9.0,0.72,9.392624255765798,3.62249609375,0.0,1.1059030950623925,0.9042383590974418,0.0,-0.1889240070421461,-0.317,-0.1889240070421461,2.0,4.724245415277225,2.0,24.0,C,4.0,3.0,3.0,4.0,9.0,0.77,9.86105327335777,4.67249609375,0.0,0.7633937119846538,1.3099400536064445,0.0,0.4599827524557995,0.951,0.4599827524557995,2.0,0.0,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
23_Cl_3,-126.24,F,1.0,3.0,3.0,7.0,9.0,0.72,9.392624255765798,3.62249609375,0.0,1.1059030950623925,0.9042383590974418,0.0,-0.1889240070421461,-0.317,-0.1889240070421461,2.0,4.724245415277225,0,21,C,4.0,3.0,3.0,4.0,8.0,0.77,8.946694113470071,5.8849921875,0.0,0.6848343686497385,1.4602070891559684,0.0,0.4089052813900671,0.634,0.4089052813900671,2.0,0.0,1,22,F,1.0,3.0,3.0,7.0,9.0,0.72,9.30322337364851,3.62249609375,0.0,1.112860919329592,0.8985848839066238,0.0,-0.1889240070421461,-0.317,-0.1889240070421461,2.0,4.724245415277225,2.0,24.0,C,4.0,3.0,3.0,4.0,9.0,0.77,9.86105327335777,4.67249609375,0.0,0.7633937119846538,1.3099400536064445,0.0,0.4599827524557995,0.951,0.4599827524557995,2.0,0.0,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
25_Cl_3,-81.04,F,1.0,3.0,3.0,7.0,10.0,0.72,9.874204852037456,3.0162480468750004,0.0,1.2292536990895029,0.8135017211993677,0.0,-0.164762792099904,-0.317,-0.164762792099904,2.0,5.010581398607289,0,24,C,4.0,3.0,3.0,4.0,9.0,0.77,9.86105327335777,4.67249609375,0.0,0.7633937119846538,1.3099400536064445,0.0,0.4599827524557995,0.951,0.4599827524557995,2.0,0.0,1,27,F,1.0,3.0,3.0,7.0,10.0,0.72,11.147793578103247,3.0162480468750004,0.0,1.3811106682502678,0.7240549385277736,0.0,-0.164762792099904,-0.317,-0.164762792099904,2.0,5.010581398607289,2.0,26.0,F,1.0,3.0,3.0,7.0,10.0,0.72,9.76786513522786,3.0162480468750004,0.0,1.237646833108368,0.807984938230307,0.0,-0.164762792099904,-0.317,-0.164762792099904,2.0,5.010581398607289,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
26_Cl_3,-81.04,F,1.0,3.0,3.0,7.0,10.0,0.72,9.76786513522786,3.0162480468750004,0.0,1.237646833108368,0.807984938230307,0.0,-0.164762792099904,-0.317,-0.164762792099904,2.0,5.010581398607289,0,24,C,4.0,3.0,3.0,4.0,9.0,0.77,9.86105327335777,4.67249609375,0.0,0.7633937119846538,1.3099400536064445,0.0,0.4599827524557995,0.951,0.4599827524557995,2.0,0.0,1,27,F,1.0,3.0,3.0,7.0,10.0,0.72,11.147793578103247,3.0162480468750004,0.0,1.3811106682502678,0.7240549385277736,0.0,-0.164762792099904,-0.317,-0.164762792099904,2.0,5.010581398607289,2.0,25.0,F,1.0,3.0,3.0,7.0,10.0,0.72,9.874204852037456,3.0162480468750004,0.0,1.2292536990895029,0.8135017211993677,0.0,-0.164762792099904,-0.317,-0.164762792099904,2.0,5.010581398607289,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
27_Cl_3,-81.04,F,1.0,3.0,3.0,7.0,10.0,0.72,11.147793578103247,3.0162480468750004,0.0,1.3811106682502678,0.7240549385277736,0.0,-0.164762792099904,-0.317,-0.164762792099904,2.0,5.010581398607289,0,24,C,4.0,3.0,3.0,4.0,9.0,0.77,9.86105327335777,4.67249609375,0.0,0.7633937119846538,1.3099400536064445,0.0,0.4599827524557995,0.951,0.4599827524557995,2.0,0.0,1,25,F,1.0,3.0,3.0,7.0,10.0,0.72,9.874204852037456,3.0162480468750004,0.0,1.2292536990895029,0.8135017211993677,0.0,-0.164762792099904,-0.317,-0.164762792099904,2.0,5.010581398607289,2.0,26.0,F,1.0,3.0,3.0,7.0,10.0,0.72,9.76786513522786,3.0162480468750004,0.0,1.237646833108368,0.807984938230307,0.0,-0.164762792099904,-0.317,-0.164762792099904,2.0,5.010581398607289,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorononanoyl chloride,CDCl3
