atomCode_fluorinated_compoundsCode,actual,prediction,diff
3_From_Review_161,-109.0,-114.41341,5.4134063720703125
0_From_Review_346,-63.0,-62.603832,0.3961677551269531
2_From_Review_346,-63.0,-62.603832,0.3961677551269531
3_From_Review_346,-63.0,-62.603832,0.3961677551269531
6_From_Review_117,-131.0,-128.02844,2.9715576171875
0_From_Review_8,-63.0,-62.603832,0.3961677551269531
2_From_Review_8,-63.0,-62.603832,0.3961677551269531
3_From_Review_8,-63.0,-62.603832,0.3961677551269531
0_From_Review_299,-75.0,-75.0596,0.059600830078125
2_From_Review_299,-75.0,-75.0596,0.059600830078125
3_From_Review_299,-75.0,-75.0596,0.059600830078125
4_alcohols_13,-114.66,-116.05305,1.3930471801757847
5_alcohols_13,-114.66,-114.79766,0.13766082763672216
7_alcohols_13,-122.71,-122.08086,0.6291436767578062
8_alcohols_13,-122.71,-122.48609,0.2239083862304625
10_alcohols_13,-122.71,-122.48609,0.2239083862304625
11_alcohols_13,-122.71,-122.08086,0.6291436767578062
13_alcohols_13,-122.92,-122.19373,0.7262667846679705
14_alcohols_13,-122.92,-122.34502,0.5749835205078142
16_alcohols_13,-123.75,-122.56397,1.1860275268554688
17_alcohols_13,-123.75,-122.56397,1.1860275268554688
19_alcohols_13,-124.75,-123.30797,1.4420318603515625
20_alcohols_13,-124.75,-123.33404,1.4159622192382812
22_alcohols_13,-127.28,-125.456825,1.8231747436523449
23_alcohols_13,-127.28,-126.667625,0.6123745727539074
25_alcohols_13,-82.38,-81.24097,1.1390332031249955
26_alcohols_13,-82.38,-81.24097,1.1390332031249955
27_alcohols_13,-82.38,-81.24097,1.1390332031249955
6_From_Review_96,-151.0,-143.66708,7.332916259765625
4_From_Review_61,-223.0,-222.60107,0.39892578125
3_From_Review_457,-164.4,-166.95924,2.559243774414057
5_From_Review_457,-165.8,-160.89735,4.902645874023449
7_From_Review_457,-171.2,-164.24937,6.950625610351551
9_From_Review_457,-165.8,-159.89076,5.909237670898449
11_From_Review_457,-164.4,-160.32738,4.072622680664068
0_From_Review_133,-125.0,-123.629555,1.3704452514648438
6_From_Review_101,-65.0,-66.817856,1.8178558349609375
0_From_Review_447,-120.0,-120.38976,0.38976287841796875
2_From_Review_447,-126.0,-122.14803,3.8519668579101562
4_From_Review_447,-134.0,-132.47313,1.5268707275390625
6_From_Review_97,-133.0,-133.40532,0.4053192138671875
0_ethers_6,-74.62,-75.0629,0.44289672851562045
2_ethers_6,-74.62,-75.0629,0.44289672851562045
3_ethers_6,-74.62,-75.0629,0.44289672851562045
8_ethers_6,-74.62,-75.0629,0.44289672851562045
9_ethers_6,-74.62,-75.0629,0.44289672851562045
10_ethers_6,-74.62,-75.0629,0.44289672851562045
3_From_Review_154,-88.0,-87.11749,0.88250732421875
5_SO3H_4,-114.65,-113.62675,1.0232528686523494
6_SO3H_4,-114.65,-113.62675,1.0232528686523494
8_SO3H_4,-121.81,-121.64044,0.16955810546875227
9_SO3H_4,-121.81,-121.383675,0.426325378417971
11_SO3H_4,-122.63,-122.45465,0.17534912109374545
12_SO3H_4,-122.63,-122.45465,0.17534912109374545
14_SO3H_4,-126.03,-126.25625,0.2262484741210926
15_SO3H_4,-126.03,-126.25625,0.2262484741210926
17_SO3H_4,-80.68,-81.24097,0.5609667968749932
18_SO3H_4,-80.68,-81.24097,0.5609667968749932
19_SO3H_4,-80.68,-80.26116,0.41883819580078807
10_From_Review_348,-64.0,-62.79274,1.2072601318359375
11_From_Review_348,-64.0,-62.79274,1.2072601318359375
12_From_Review_348,-64.0,-62.79274,1.2072601318359375
4_COOH_28,-120.1,-117.160576,2.9394241333007756
5_COOH_28,-120.1,-120.71626,0.6162628173828182
7_COOH_28,-122.66,-122.53253,0.1274682617187466
8_COOH_28,-122.66,-122.53253,0.1274682617187466
10_COOH_28,-122.89,-122.45465,0.43534912109375057
11_COOH_28,-122.89,-122.16229,0.7277075195312506
13_COOH_28,-122.89,-122.257256,0.6327444458007818
14_COOH_28,-122.89,-122.16455,0.7254492187500006
16_COOH_28,-123.72,-122.53253,1.1874682617187489
17_COOH_28,-123.72,-122.53253,1.1874682617187489
19_COOH_28,-124.3,-123.27653,1.023472595214841
20_COOH_28,-124.3,-122.96261,1.3373916625976534
22_COOH_28,-127.27,-125.884796,1.385203857421871
23_COOH_28,-127.27,-126.667625,0.6023745727539023
25_COOH_28,-82.37,-72.30088,10.069119567871098
26_COOH_28,-82.37,-81.30511,1.0648928833007858
27_COOH_28,-82.37,-81.30511,1.0648928833007858
0_other_4,-80.61,-81.0772,0.4672018432617193
2_other_4,-80.61,-81.35994,0.7499395751953131
3_other_4,-80.61,-81.0772,0.4672018432617193
5_other_4,-126.5,-126.25625,0.24375152587890625
6_other_4,-126.5,-126.25625,0.24375152587890625
8_other_4,-118.47,-122.5586,4.088601379394532
9_other_4,-118.47,-122.45465,3.984650878906251
11_other_4,-84.1,-79.92839,4.171609497070307
12_other_4,-84.1,-83.100784,0.9992156982421818
15_other_4,-84.1,-84.07642,0.023576354980463066
16_other_4,-84.1,-82.263695,1.8363052368164006
18_other_4,-118.47,-122.45465,3.984650878906251
19_other_4,-118.47,-123.67654,5.206536560058595
21_other_4,-126.5,-126.25625,0.24375152587890625
22_other_4,-126.5,-126.25625,0.24375152587890625
24_other_4,-80.61,-82.05719,1.4471899414062506
25_other_4,-80.61,-81.77445,1.1644522094726568
26_other_4,-80.61,-81.97286,1.3628622436523443
28_other_4,-84.1,-84.07642,0.023576354980463066
29_other_4,-84.1,-84.07642,0.023576354980463066
31_other_4,-118.47,-122.5586,4.088601379394532
32_other_4,-118.47,-122.09087,3.62087371826172
34_other_4,-126.5,-126.25625,0.24375152587890625
35_other_4,-126.5,-125.47342,1.026580810546875
37_other_4,-80.61,-81.77445,1.1644522094726568
38_other_4,-80.61,-81.0772,0.4672018432617193
39_other_4,-80.61,-81.0772,0.4672018432617193
0_From_Review_465,-69.0,-66.237785,2.7622146606445312
4_From_Review_465,-116.0,-124.65213,8.652130126953125
6_From_Review_465,-170.0,-163.88205,6.117950439453125
8_From_Review_465,-84.0,-79.86119,4.1388092041015625
8_From_Review_251,-105.0,-110.93632,5.936317443847656
9_From_Review_251,-105.0,-112.050095,7.0500946044921875
0_aromatics_7,-62.58,-62.603832,0.02383224487304858
2_aromatics_7,-62.58,-62.603832,0.02383224487304858
3_aromatics_7,-62.58,-62.603832,0.02383224487304858
0_From_Review_24,-208.0,-212.732,4.73199462890625
5_SO3H_22,-115.69,-96.07535,19.614652099609373
6_SO3H_22,-115.69,-108.677704,7.012296142578123
8_SO3H_22,-121.67,-121.77233,0.10233123779296704
9_SO3H_22,-121.67,-123.456345,1.7863446044921858
11_SO3H_22,-122.65,-123.74135,1.0913482666015568
12_SO3H_22,-122.65,-121.778465,0.8715347290039119
14_SO3H_22,-122.82,-122.61404,0.20596343994139943
15_SO3H_22,-122.82,-121.6717,1.148300476074212
17_SO3H_22,-122.93,-122.40691,0.5230862426757881
18_SO3H_22,-122.93,-123.38013,0.4501269531249932
20_SO3H_22,-123.74,-122.55398,1.1860220336914011
21_SO3H_22,-123.74,-122.484795,1.2552053833007761
23_SO3H_22,-127.28,-125.7232,1.5568020629882824
24_SO3H_22,-127.28,-126.754745,0.5252545166015636
26_SO3H_22,-82.37,-85.10925,2.7392529296874955
27_SO3H_22,-82.37,-83.72216,1.3521603393554642
28_SO3H_22,-82.37,-84.412,2.042002563476558
4_From_Review_229,-92.0,-89.37807,2.6219329833984375
5_From_Review_229,-92.0,-89.457245,2.542755126953125
3_From_Review_184,-218.0,-217.39967,0.6003265380859375
2_From_Review_219,-103.0,-105.376785,2.3767852783203125
3_From_Review_219,-103.0,-105.342705,2.3427047729492188
3_From_Review_109,-232.0,-230.09813,1.9018707275390625
0_From_Review_284,-82.2,-80.17038,2.029620361328128
2_From_Review_284,-82.2,-80.17038,2.029620361328128
3_From_Review_284,-82.2,-80.17038,2.029620361328128
4_From_Review_5,-68.0,-66.96184,1.0381622314453125
5_From_Review_5,-68.0,-66.96184,1.0381622314453125
6_From_Review_5,-68.0,-66.96184,1.0381622314453125
3_alcohols_8,-121.92,-120.33897,1.5810336303710955
4_alcohols_8,-121.92,-118.951485,2.9685153198242205
6_alcohols_8,-122.01,-122.15874,0.14873718261718238
7_alcohols_8,-122.01,-122.56397,0.5539724731445261
9_alcohols_8,-122.01,-122.48609,0.47609161376952613
10_alcohols_8,-122.01,-122.48609,0.47609161376952613
12_alcohols_8,-122.178,-122.34502,0.16701647949219023
13_alcohols_8,-122.178,-122.48609,0.308091613769534
15_alcohols_8,-122.43,-122.48609,0.05609161376952443
16_alcohols_8,-122.43,-122.2887,0.14130371093750682
18_alcohols_8,-122.83,-122.290955,0.5390454101562483
19_alcohols_8,-122.83,-122.56397,0.26602752685546704
21_alcohols_8,-123.7,-123.27653,0.4234725952148466
22_alcohols_8,-123.7,-123.3026,0.39740295410156534
24_alcohols_8,-126.24,-125.14802,1.0919821166992136
25_alcohols_8,-126.24,-126.667625,0.42762542724609887
27_alcohols_8,-80.93,-81.24097,0.3109667968749932
28_alcohols_8,-80.93,-81.353645,0.42364532470702443
29_alcohols_8,-80.93,-81.24097,0.3109667968749932
9_From_Review_56,-145.0,-146.63353,1.6335296630859375
0_From_Review_463,-134.0,-117.970474,16.029525756835938
5_From_Review_463,-73.0,-83.75119,10.751190185546875
2_From_Review_190,-166.0,-165.45929,0.54071044921875
3_From_Review_111,-168.0,-168.50374,0.5037384033203125
0_From_Review_122,-101.0,-108.86899,7.868988037109375
9_acrylates_6,-113.66,-115.15792,1.4979208374023472
10_acrylates_6,-113.66,-115.15792,1.4979208374023472
12_acrylates_6,-121.7,-122.08086,0.38085632324218466
13_acrylates_6,-121.7,-121.58935,0.11065216064453409
15_acrylates_6,-121.97,-122.08086,0.11085632324218864
16_acrylates_6,-121.97,-122.08086,0.11085632324218864
18_acrylates_6,-121.97,-122.48609,0.5160916137695324
19_acrylates_6,-121.97,-122.48609,0.5160916137695324
21_acrylates_6,-122.79,-122.290955,0.49904541015625625
22_acrylates_6,-122.79,-122.25005,0.5399465942382875
24_acrylates_6,-122.79,-122.75837,0.031630554199225
25_acrylates_6,-122.79,-122.75837,0.031630554199225
27_acrylates_6,-126.3,-125.884796,0.41520385742187216
28_acrylates_6,-126.3,-126.667625,0.3676254272460966
30_acrylates_6,-81.0,-81.24097,0.240966796875
31_acrylates_6,-81.0,-81.93822,0.9382171630859375
32_acrylates_6,-81.0,-81.353645,0.35364532470703125
2_From_Review_108,-182.0,-184.50835,2.5083465576171875
4_From_Review_138,-118.0,-110.97083,7.029167175292969
7_From_Review_36,-172.0,-172.19676,0.1967620849609375
3_From_Review_26,-165.0,-165.59933,0.599334716796875
4_From_Review_76,-183.0,-183.02045,0.02044677734375
3_alcohols_7,-122.22,-121.82241,0.3975894165039051
4_alcohols_7,-122.22,-119.795525,2.42447540283203
6_alcohols_7,-122.22,-122.15874,0.06126281738281136
7_alcohols_7,-122.22,-122.56397,0.3439724731445324
9_alcohols_7,-122.44,-122.56397,0.12397247314453352
10_alcohols_7,-122.44,-122.2887,0.15130371093749773
12_alcohols_7,-122.91,-122.56397,0.34602752685546534
13_alcohols_7,-122.91,-122.56397,0.34602752685546534
15_alcohols_7,-123.74,-123.3026,0.4374029541015574
16_alcohols_7,-123.74,-123.27653,0.46347259521483863
18_alcohols_7,-126.28,-125.14802,1.1319821166992199
19_alcohols_7,-126.28,-126.667625,0.3876254272460926
21_alcohols_7,-80.98,-81.24097,0.260966796874996
22_alcohols_7,-80.98,-81.24097,0.260966796874996
23_alcohols_7,-80.98,-81.24097,0.260966796874996
3_From_Review_54,-108.0,-113.933525,5.933525085449219
0_alkanes_3,-80.72,-81.24097,0.5209667968750011
2_alkanes_3,-80.72,-81.24097,0.5209667968750011
3_alkanes_3,-80.72,-81.353645,0.6336453247070324
5_alkanes_3,-126.06,-125.14764,0.9123635864257835
6_alkanes_3,-126.06,-126.667625,0.6076254272460915
8_alkanes_3,-122.63,-123.3026,0.672597045898442
9_alkanes_3,-122.63,-122.96261,0.3326083374023483
11_alkanes_3,-121.81,-122.16229,0.3522924804687477
12_alkanes_3,-121.81,-123.03309,1.223088684082029
14_alkanes_3,-121.7,-122.53253,0.8325317382812472
15_alkanes_3,-121.7,-122.16229,0.46229248046874716
17_alkanes_3,-121.81,-122.53253,0.7225317382812477
18_alkanes_3,-121.81,-122.23026,0.420262756347654
20_alkanes_3,-122.63,-123.3026,0.672597045898442
21_alkanes_3,-122.63,-123.27653,0.6465274047851608
23_alkanes_3,-126.06,-125.14802,0.911982116699221
24_alkanes_3,-126.06,-126.667625,0.6076254272460915
26_alkanes_3,-80.72,-81.0772,0.3572018432617199
27_alkanes_3,-80.72,-81.417786,0.6977856445312511
28_alkanes_3,-80.72,-81.0772,0.3572018432617199
4_COOH_4,-119.23,-120.48133,1.2513308715820273
5_COOH_4,-119.23,-120.48133,1.2513308715820273
7_COOH_4,-122.87,-123.27653,0.4065274047851517
8_COOH_4,-122.87,-123.27653,0.4065274047851517
10_COOH_4,-123.25,-124.02719,0.777191162109375
11_COOH_4,-123.25,-124.02719,0.777191162109375
13_COOH_4,-126.44,-126.12646,0.313542785644529
14_COOH_4,-126.44,-126.12646,0.313542785644529
16_COOH_4,-81.06,-81.281136,0.22113555908202898
17_COOH_4,-81.06,-81.281136,0.22113555908202898
18_COOH_4,-81.06,-81.281136,0.22113555908202898
4_COOH_11,-119.24,-119.87424,0.6342370605468801
5_COOH_11,-119.24,-119.87424,0.6342370605468801
7_COOH_11,-121.93,-122.53253,0.6025317382812432
8_COOH_11,-121.93,-122.53253,0.6025317382812432
10_COOH_11,-123.11,-122.45465,0.6553491210937494
11_COOH_11,-123.11,-122.45465,0.6553491210937494
13_COOH_11,-123.11,-122.45465,0.6553491210937494
14_COOH_11,-123.11,-122.45465,0.6553491210937494
16_COOH_11,-121.93,-122.53253,0.6025317382812432
17_COOH_11,-121.93,-122.53253,0.6025317382812432
19_COOH_11,-119.24,-119.634,0.3940026855468801
20_COOH_11,-119.24,-119.634,0.3940026855468801
3_From_Review_114,-130.0,-129.53131,0.46868896484375
4_From_Review_416,-124.0,-122.79185,1.2081527709960938
5_From_Review_416,-124.0,-122.67435,1.325653076171875
7_From_Review_416,-186.0,-188.15819,2.1581878662109375
9_From_Review_416,-72.0,-74.08801,2.0880126953125
10_From_Review_416,-72.0,-74.774994,2.774993896484375
11_From_Review_416,-72.0,-74.1157,2.1156997680664062
13_From_Review_416,-72.0,-74.20017,2.2001724243164062
14_From_Review_416,-72.0,-74.20017,2.2001724243164062
15_From_Review_416,-72.0,-74.1157,2.1156997680664062
5_SO3H_3,-114.79,-113.62675,1.16325286865235
6_SO3H_3,-114.79,-113.62675,1.16325286865235
8_SO3H_3,-121.95,-122.6761,0.7261016845703097
9_SO3H_3,-121.95,-122.6761,0.7261016845703097
11_SO3H_3,-126.22,-126.25625,0.03624847412109489
12_SO3H_3,-126.22,-125.71508,0.5049197387695301
14_SO3H_3,-81.14,-81.24097,0.10096679687499943
15_SO3H_3,-81.14,-81.24097,0.10096679687499943
16_SO3H_3,-81.14,-81.24097,0.10096679687499943
0_From_Review_371,-58.0,-59.82568,1.8256797790527344
2_From_Review_371,-58.0,-59.82568,1.8256797790527344
3_From_Review_371,-58.0,-59.97772,1.9777183532714844
10_From_Review_371,-58.0,-59.97772,1.9777183532714844
11_From_Review_371,-58.0,-59.82568,1.8256797790527344
12_From_Review_371,-58.0,-59.82568,1.8256797790527344
15_From_Review_371,-55.0,-57.90149,2.9014892578125
16_From_Review_371,-55.0,-57.90149,2.9014892578125
17_From_Review_371,-55.0,-57.90149,2.9014892578125
0_From_Review_372,-63.4,-62.571136,0.8288635253906236
2_From_Review_372,-63.4,-62.571136,0.8288635253906236
3_From_Review_372,-63.4,-62.571136,0.8288635253906236
8_From_Review_372,-63.4,-62.571136,0.8288635253906236
9_From_Review_372,-63.4,-62.571136,0.8288635253906236
10_From_Review_372,-63.4,-62.571136,0.8288635253906236
14_From_Review_372,-63.4,-62.571136,0.8288635253906236
15_From_Review_372,-63.4,-62.571136,0.8288635253906236
16_From_Review_372,-63.4,-62.571136,0.8288635253906236
5_SO3H_23,-115.68,-112.48578,3.194221191406257
6_SO3H_23,-115.68,-114.51763,1.162368469238288
8_SO3H_23,-121.67,-121.08554,0.5844592285156267
9_SO3H_23,-121.67,-120.014565,1.6554354858398455
11_SO3H_23,-122.71,-122.147194,0.5628060913085875
12_SO3H_23,-122.71,-122.45465,0.25534912109374375
14_SO3H_23,-122.71,-122.45465,0.25534912109374375
15_SO3H_23,-122.71,-122.09087,0.619126281738275
17_SO3H_23,-122.71,-122.48609,0.2239083862304625
18_SO3H_23,-122.71,-122.122314,0.5876855468749937
20_SO3H_23,-122.71,-122.45465,0.25534912109374375
21_SO3H_23,-122.71,-122.21861,0.49138732910155625
23_SO3H_23,-122.86,-122.45465,0.40534912109374943
24_SO3H_23,-122.86,-122.45465,0.40534912109374943
26_SO3H_23,-123.69,-123.16468,0.5253195190429665
27_SO3H_23,-123.69,-122.753,0.9370016479492165
29_SO3H_23,-127.26,-126.25625,1.0037515258789114
30_SO3H_23,-127.26,-125.47342,1.7865808105468801
32_SO3H_23,-82.35,-81.24097,1.1090332031249943
33_SO3H_23,-82.35,-81.24097,1.1090332031249943
34_SO3H_23,-82.35,-81.24097,1.1090332031249943
0_From_Review_143,-124.0,-122.62305,1.376953125
6_From_Review_98,-130.0,-129.08083,0.9191741943359375
0_ethers_5,-86.33,-86.31395,0.016050415039060795
2_ethers_5,-86.33,-89.33407,3.0040682983398455
5_ethers_5,-125.13,-113.01693,12.113070373535152
6_ethers_5,-125.13,-112.22375,12.906252746582027
8_ethers_5,-138.9,-138.67119,0.22881164550781818
9_ethers_5,-138.9,-137.81482,1.0851806640625057
0_From_Review_369,-63.5,-62.603832,0.8961677551269531
2_From_Review_369,-63.5,-62.603832,0.8961677551269531
3_From_Review_369,-63.5,-62.603832,0.8961677551269531
9_From_Review_369,-63.5,-62.603832,0.8961677551269531
10_From_Review_369,-63.5,-62.603832,0.8961677551269531
11_From_Review_369,-63.5,-62.603832,0.8961677551269531
0_From_Review_40,-198.0,-197.69632,0.303680419921875
6_From_Review_105,-194.0,-198.91632,4.91632080078125
6_From_Review_252,-98.0,-99.14644,1.1464385986328125
7_From_Review_252,-98.0,-99.30189,1.3018875122070312
7_From_Review_88,-220.0,-221.67868,1.678680419921875
5_From_Review_84,-174.0,-174.40607,0.40606689453125
0_From_Review_462,-99.0,-109.010826,10.010826110839844
6_From_Review_462,-63.0,-66.12066,3.1206588745117188
6_From_Review_107,-196.0,-195.84004,0.1599578857421875
0_From_Review_477,-188.0,-181.90251,6.0974884033203125
6_From_Review_477,-130.0,-129.46446,0.5355377197265625
5_SO3H_1,-118.91,-118.56307,0.34692779541015284
6_SO3H_1,-118.91,-118.56307,0.34692779541015284
8_SO3H_1,-80.51,-81.66858,1.1585791015624949
9_SO3H_1,-80.51,-81.66858,1.1585791015624949
10_SO3H_1,-80.51,-81.643486,1.1334860229492136
7_aromatics_4,-62.87,-62.603832,0.26616775512695057
8_aromatics_4,-62.87,-62.603832,0.26616775512695057
9_aromatics_4,-62.87,-62.603832,0.26616775512695057
3_From_Review_141,-114.0,-106.78903,7.210968017578125
9_acrylates_1,-113.89,-115.22184,1.3318399047851557
10_acrylates_1,-113.89,-115.81863,1.9286264038085932
12_acrylates_1,-124.56,-122.3792,2.1807962036132835
13_acrylates_1,-124.56,-122.353134,2.2068658447265648
15_acrylates_1,-126.06,-126.25625,0.19624847412109148
16_acrylates_1,-126.06,-126.25625,0.19624847412109148
18_acrylates_1,-81.2,-81.24097,0.04096679687499716
19_acrylates_1,-81.2,-81.24097,0.04096679687499716
20_acrylates_1,-81.2,-80.452354,0.7476455688476591
5_From_Review_74,-228.0,-228.32385,0.3238525390625
7_From_Review_136,-125.0,-124.597626,0.402374267578125
3_From_Review_25,-189.0,-182.14401,6.855987548828125
11_From_Review_313,-77.0,-72.74713,4.25286865234375
12_From_Review_313,-77.0,-71.65562,5.344383239746094
13_From_Review_313,-77.0,-72.35968,4.64031982421875
4_COOH_24,-120.48,-120.48133,0.001330871582027271
5_COOH_24,-120.48,-120.48133,0.001330871582027271
7_COOH_24,-125.07,-124.02719,1.0428088378906182
8_COOH_24,-125.07,-124.02719,1.0428088378906182
10_COOH_24,-127.34,-127.3521,0.01209655761718409
11_COOH_24,-127.34,-126.12646,1.2135427856445347
13_COOH_24,-82.64,-81.281136,1.3588644409179693
14_COOH_24,-82.64,-81.281136,1.3588644409179693
15_COOH_24,-82.64,-81.281136,1.3588644409179693
3_alcohols_9,-122.62,-118.79471,3.8252917480468795
4_alcohols_9,-122.62,-118.79471,3.8252917480468795
6_alcohols_9,-126.13,-127.72612,1.596119995117192
7_alcohols_9,-126.13,-125.21263,0.917368774414058
9_alcohols_9,-130.73,-126.26802,4.461979370117177
10_alcohols_9,-130.73,-126.26802,4.461979370117177
12_alcohols_9,-137.72,-135.00932,2.7106768798828114
13_alcohols_9,-137.72,-134.48602,3.233977050781249
4_COOH_23,-123.42,-124.094475,0.674474792480467
5_COOH_23,-123.42,-123.78925,0.36925323486327954
7_COOH_23,-84.9,-83.07681,1.8231872558593807
8_COOH_23,-84.9,-82.38718,2.5128234863281307
9_COOH_23,-84.9,-82.38718,2.5128234863281307
6_From_Review_179,-126.0,-125.43078,0.5692214965820312
0_From_Review_368,-63.3,-62.603832,0.6961677551269503
2_From_Review_368,-63.3,-62.603832,0.6961677551269503
3_From_Review_368,-63.3,-62.603832,0.6961677551269503
10_From_Review_368,-63.3,-62.603832,0.6961677551269503
11_From_Review_368,-63.3,-62.603832,0.6961677551269503
12_From_Review_368,-63.3,-62.603832,0.6961677551269503
0_From_Review_198,-120.0,-114.669304,5.330696105957031
5_From_Review_198,-120.0,-115.57179,4.4282073974609375
5_From_Review_232,-111.8,-108.616844,3.1831558227539034
6_From_Review_232,-111.8,-109.632126,2.1678741455078097
5_From_Review_306,-81.1,-77.76355,3.3364501953124943
6_From_Review_306,-81.1,-78.17307,2.926927185058588
7_From_Review_306,-81.1,-77.76355,3.3364501953124943
0_From_Review_451,-138.0,-137.45787,0.5421295166015625
4_From_Review_451,-138.0,-137.43924,0.560760498046875
6_From_Review_451,-141.0,-141.97311,0.973114013671875
10_From_Review_451,-141.0,-139.9063,1.0937042236328125
5_From_Review_381,-117.0,-116.50092,0.49907684326171875
6_From_Review_381,-117.0,-115.3839,1.6160964965820312
8_From_Review_381,-136.0,-135.27791,0.7220916748046875
9_From_Review_381,-136.0,-136.6365,0.636505126953125
5_other_6,-119.44,-119.323715,0.11628479003906023
6_other_6,-119.44,-119.63032,0.19031768798828352
8_other_6,-127.2,-126.62344,0.5765563964843778
9_other_6,-127.2,-127.16461,0.03538818359375284
11_other_6,-80.99,-81.398636,0.4086358642578176
12_other_6,-80.99,-81.398636,0.4086358642578176
13_other_6,-80.99,-81.40787,0.4178674316406301
6_From_Review_104,-84.0,-82.348236,1.651763916015625
2_From_Review_147,-68.0,-81.02794,13.027938842773438
2_From_Review_140,-108.0,-110.41725,2.4172515869140625
0_From_Review_197,-110.0,-113.4562,3.4561996459960938
6_From_Review_197,-110.0,-112.27166,2.2716598510742188
3_From_Review_444,-138.0,-136.40596,1.5940399169921875
5_From_Review_444,-125.0,-125.95157,0.951568603515625
6_From_Review_444,-132.0,-128.65332,3.3466796875
0_From_Review_27,-175.0,-172.3541,2.645904541015625
0_From_Review_287,-66.0,-67.1882,1.188201904296875
2_From_Review_287,-66.0,-66.580185,0.5801849365234375
3_From_Review_287,-66.0,-66.40151,0.40151214599609375
9_From_Review_273,-74.0,-69.34641,4.653587341308594
10_From_Review_273,-74.0,-69.34641,4.653587341308594
11_From_Review_273,-74.0,-68.25971,5.740287780761719
4_From_Review_139,-98.0,-107.217926,9.217926025390625
0_From_Review_160,-159.0,-152.66037,6.339630126953125
3_From_Review_160,-134.0,-135.1851,1.1851043701171875
0_From_Review_127,-130.0,-127.86177,2.1382293701171875
6_From_Review_66,-211.0,-211.03084,0.0308380126953125
0_From_Review_128,-123.0,-123.18878,0.18878173828125
6_From_Review_22,-226.0,-219.92366,6.0763397216796875
4_From_Review_403,-118.0,-120.59883,2.5988311767578125
5_From_Review_403,-118.0,-121.03748,3.0374832153320312
7_From_Review_403,-127.0,-126.62344,0.376556396484375
8_From_Review_403,-127.0,-127.16461,0.16461181640625
10_From_Review_403,-81.0,-81.398636,0.3986358642578125
11_From_Review_403,-81.0,-81.398636,0.3986358642578125
12_From_Review_403,-81.0,-81.94601,0.9460067749023438
0_From_Review_29,-160.0,-167.06609,7.0660858154296875
5_SO3H_6,-114.18,-114.51763,0.33763153076171193
6_SO3H_6,-114.18,-113.62675,0.5532528686523506
8_SO3H_6,-120.08,-120.014565,0.06543548583984204
9_SO3H_6,-120.08,-121.08554,1.0055407714843767
11_SO3H_6,-121.06,-122.45465,1.3946508789062477
12_SO3H_6,-121.06,-122.45465,1.3946508789062477
14_SO3H_6,-121.28,-122.18584,0.9058367919921864
15_SO3H_6,-121.28,-122.45465,1.1746508789062489
17_SO3H_6,-121.28,-122.45465,1.1746508789062489
18_SO3H_6,-121.28,-122.45465,1.1746508789062489
20_SO3H_6,-122.07,-122.5586,0.48860137939453807
21_SO3H_6,-122.07,-122.5586,0.48860137939453807
23_SO3H_6,-125.4,-124.73664,0.6633590698242244
24_SO3H_6,-125.4,-126.25625,0.8562484741210881
26_SO3H_6,-79.95,-81.24097,1.2909667968749972
27_SO3H_6,-79.95,-81.24097,1.2909667968749972
28_SO3H_6,-79.95,-81.24097,1.2909667968749972
6_Cl_6,-145.89,-146.58238,0.6923822021484511
3_From_Review_341,-67.0,-64.065346,2.9346542358398438
4_From_Review_341,-67.0,-62.327534,4.672466278076172
5_From_Review_341,-67.0,-64.065346,2.9346542358398438
8_From_Review_121,-106.0,-107.365036,1.3650360107421875
20_From_Review_433,-113.5,-116.50831,3.0083084106445312
21_From_Review_433,-113.5,-118.716194,5.216194152832031
23_From_Review_433,-58.8,-60.11213,1.312129211425784
24_From_Review_433,-58.8,-69.53369,10.733691406250003
0_Cl_4,-79.65,-79.72824,0.07824096679686932
2_Cl_4,-79.65,-79.72824,0.07824096679686932
3_Cl_4,-79.65,-79.72824,0.07824096679686932
5_Cl_4,-120.25,-122.58234,2.33233642578125
6_Cl_4,-120.25,-122.58234,2.33233642578125
0_From_Review_405,-81.0,-81.196976,0.1969757080078125
2_From_Review_405,-81.0,-81.35847,0.35846710205078125
3_From_Review_405,-81.0,-81.35847,0.35846710205078125
5_From_Review_405,-127.0,-125.9433,1.05670166015625
6_From_Review_405,-127.0,-125.427345,1.5726547241210938
8_From_Review_405,-99.0,-99.84288,0.8428802490234375
9_From_Review_405,-99.0,-98.980125,0.01987457275390625
0_From_Review_445,-119.0,-126.58848,7.588478088378906
2_From_Review_445,-127.0,-127.182495,0.1824951171875
4_From_Review_445,-141.0,-134.39474,6.605255126953125
7_From_Review_445,-64.0,-61.195423,2.804576873779297
8_From_Review_445,-64.0,-62.00674,1.9932594299316406
9_From_Review_445,-64.0,-61.195423,2.804576873779297
7_From_Review_333,-65.0,-67.71423,2.7142333984375
8_From_Review_333,-65.0,-67.68386,2.6838607788085938
9_From_Review_333,-65.0,-67.68386,2.6838607788085938
7_From_Review_85,-134.0,-134.75713,0.7571258544921875
9_From_Review_245,-58.0,-60.171043,2.1710433959960938
10_From_Review_245,-58.0,-60.574734,2.5747337341308594
5_From_Review_53,-142.0,-143.1773,1.17730712890625
5_From_Review_172,-78.0,-87.79256,9.792556762695312
5_From_Review_425,-119.0,-124.08291,5.082908630371094
