atomCode_fluorinated_compoundsCode,NMR_Peaks,SMILES_self,AtomDegreeDescriptor-aNeg_self,AtomHybridizationDescriptor-aHyb_self,AtomHybridizationVSEPRDescriptor-hybr_self,AtomValenceDescriptor-val_self,BondsToAtomDescriptor-bondsToAtom_self,CovalentRadiusDescriptor-covalentRadius_self,DistanceToAtomDescriptor-distanceToAtom_self,EffectiveAtomPolarizabilityDescriptor-effAtomPol_self,IPAtomicHOSEDescriptor-ipAtomicHOSE_self,InductiveAtomicHardnessDescriptor-indAtomHardnesss_self,InductiveAtomicSoftnessDescriptor-indAtomSoftness_self,PartialPiChargeDescriptor-pepe_self,PartialSigmaChargeDescriptor-partialSigmaCharge_self,PartialTChargeMMFF94Descriptor-partialTCMMFF94_self,PartialTChargePEOEDescriptor-pepeT_self,PeriodicTablePositionDescriptor-periodicTablePosition_self,PiElectronegativityDescriptor-elecPiA_self,level_0_neighbor1,index_neighbor1,SMILES_neighbor1,AtomDegreeDescriptor-aNeg_neighbor1,AtomHybridizationDescriptor-aHyb_neighbor1,AtomHybridizationVSEPRDescriptor-hybr_neighbor1,AtomValenceDescriptor-val_neighbor1,BondsToAtomDescriptor-bondsToAtom_neighbor1,CovalentRadiusDescriptor-covalentRadius_neighbor1,DistanceToAtomDescriptor-distanceToAtom_neighbor1,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor1,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor1,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor1,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor1,PartialPiChargeDescriptor-pepe_neighbor1,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor1,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor1,PartialTChargePEOEDescriptor-pepeT_neighbor1,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor1,PiElectronegativityDescriptor-elecPiA_neighbor1,level_0_neighbor2,index_neighbor2,SMILES_neighbor2,AtomDegreeDescriptor-aNeg_neighbor2,AtomHybridizationDescriptor-aHyb_neighbor2,AtomHybridizationVSEPRDescriptor-hybr_neighbor2,AtomValenceDescriptor-val_neighbor2,BondsToAtomDescriptor-bondsToAtom_neighbor2,CovalentRadiusDescriptor-covalentRadius_neighbor2,DistanceToAtomDescriptor-distanceToAtom_neighbor2,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor2,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor2,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor2,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor2,PartialPiChargeDescriptor-pepe_neighbor2,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor2,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor2,PartialTChargePEOEDescriptor-pepeT_neighbor2,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor2,PiElectronegativityDescriptor-elecPiA_neighbor2,level_0_neighbor3,index_neighbor3,SMILES_neighbor3,AtomDegreeDescriptor-aNeg_neighbor3,AtomHybridizationDescriptor-aHyb_neighbor3,AtomHybridizationVSEPRDescriptor-hybr_neighbor3,AtomValenceDescriptor-val_neighbor3,BondsToAtomDescriptor-bondsToAtom_neighbor3,CovalentRadiusDescriptor-covalentRadius_neighbor3,DistanceToAtomDescriptor-distanceToAtom_neighbor3,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor3,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor3,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor3,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor3,PartialPiChargeDescriptor-pepe_neighbor3,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor3,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor3,PartialTChargePEOEDescriptor-pepeT_neighbor3,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor3,PiElectronegativityDescriptor-elecPiA_neighbor3,level_0_neighbor4,index_neighbor4,SMILES_neighbor4,AtomDegreeDescriptor-aNeg_neighbor4,AtomHybridizationDescriptor-aHyb_neighbor4,AtomHybridizationVSEPRDescriptor-hybr_neighbor4,AtomValenceDescriptor-val_neighbor4,BondsToAtomDescriptor-bondsToAtom_neighbor4,CovalentRadiusDescriptor-covalentRadius_neighbor4,DistanceToAtomDescriptor-distanceToAtom_neighbor4,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor4,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor4,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor4,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor4,PartialPiChargeDescriptor-pepe_neighbor4,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor4,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor4,PartialTChargePEOEDescriptor-pepeT_neighbor4,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor4,PiElectronegativityDescriptor-elecPiA_neighbor4,level_0_neighbor5,index_neighbor5,SMILES_neighbor5,AtomDegreeDescriptor-aNeg_neighbor5,AtomHybridizationDescriptor-aHyb_neighbor5,AtomHybridizationVSEPRDescriptor-hybr_neighbor5,AtomValenceDescriptor-val_neighbor5,BondsToAtomDescriptor-bondsToAtom_neighbor5,CovalentRadiusDescriptor-covalentRadius_neighbor5,DistanceToAtomDescriptor-distanceToAtom_neighbor5,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor5,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor5,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor5,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor5,PartialPiChargeDescriptor-pepe_neighbor5,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor5,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor5,PartialTChargePEOEDescriptor-pepeT_neighbor5,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor5,PiElectronegativityDescriptor-elecPiA_neighbor5,SMILES,Compound name,Solvent_used_for_NMR
4_alcohols_11,-114.96,F,1.0,3.0,3.0,7.0,4.0,0.72,2.7929331642558153,3.9119375,0.0,1.271244370840007,0.786630818541383,0.0,-0.1986252394340745,-0.317,-0.1986252394340745,2.0,4.61114146044831,0,3,C,4.0,3.0,3.0,4.0,3.0,0.77,3.0949193737478846,6.463874999999999,0.0,0.8007713208212833,1.2487959720814985,0.0,0.3268375989911272,0.634,0.3268375989911272,2.0,0.0,1,5,F,1.0,3.0,3.0,7.0,4.0,0.72,3.666640589149692,3.9119375,0.0,1.304732735018857,0.766440492493313,0.0,-0.1986252394340745,-0.317,-0.1986252394340745,2.0,4.61114146044831,2.0,6,C,4.0,3.0,3.0,4.0,4.0,0.77,4.437459168262848,6.3254375,0.0,0.7480754793608552,1.336763505274074,0.0,0.381544539267238,0.634,0.381544539267238,2.0,0.0,3.0,2,C,2.0,3.0,3.0,4.0,2.0,0.77,2.4022784309900467,6.286250000000003,0.0,1.1947972855803255,0.8369620621579246,0.0,0.1098130416086808,0.0,0.1098130416086808,2.0,0.0,4.0,11,F,1.0,3.0,3.0,7.0,6.0,0.72,5.321225968703077,3.580859375,0.0,1.264132641767924,0.7910562285627502,0.0,-0.1889448916451057,-0.317,-0.1889448916451057,2.0,4.724000779206309,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 Fluorotelomer alcohol,CD3OD
5_alcohols_11,-114.96,F,1.0,3.0,3.0,7.0,4.0,0.72,3.666640589149692,3.9119375,0.0,1.304732735018857,0.766440492493313,0.0,-0.1986252394340745,-0.317,-0.1986252394340745,2.0,4.61114146044831,0,3,C,4.0,3.0,3.0,4.0,3.0,0.77,3.0949193737478846,6.463874999999999,0.0,0.8007713208212833,1.2487959720814985,0.0,0.3268375989911272,0.634,0.3268375989911272,2.0,0.0,1,4,F,1.0,3.0,3.0,7.0,4.0,0.72,2.7929331642558153,3.9119375,0.0,1.271244370840007,0.786630818541383,0.0,-0.1986252394340745,-0.317,-0.1986252394340745,2.0,4.61114146044831,2.0,2,C,2.0,3.0,3.0,4.0,2.0,0.77,2.4022784309900467,6.286250000000003,0.0,1.1947972855803255,0.8369620621579246,0.0,0.1098130416086808,0.0,0.1098130416086808,2.0,0.0,3.0,6,C,4.0,3.0,3.0,4.0,4.0,0.77,4.437459168262848,6.3254375,0.0,0.7480754793608552,1.336763505274074,0.0,0.381544539267238,0.634,0.381544539267238,2.0,0.0,4.0,10,F,1.0,3.0,3.0,7.0,6.0,0.72,5.822761441962053,3.580859375,0.0,1.2658943844186823,0.7899553172117236,0.0,-0.1889448916451057,-0.317,-0.1889448916451057,2.0,4.724000779206309,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 Fluorotelomer alcohol,CD3OD
7_alcohols_11,-125.81,F,1.0,3.0,3.0,7.0,5.0,0.72,5.14251703546036,3.84271875,0.0,1.24244154663776,0.804866838770931,0.0,-0.1923173682045912,-0.317,-0.1923173682045912,2.0,4.6845615869270025,0,6,C,4.0,3.0,3.0,4.0,4.0,0.77,4.437459168262848,6.3254375,0.0,0.7480754793608552,1.336763505274074,0.0,0.381544539267238,0.634,0.381544539267238,2.0,0.0,1,8,F,1.0,3.0,3.0,7.0,5.0,0.72,4.565556444728287,3.84271875,0.0,1.23921853165674,0.8069601724427707,0.0,-0.1923173682045912,-0.317,-0.1923173682045912,2.0,4.6845615869270025,2.0,3,C,4.0,3.0,3.0,4.0,3.0,0.77,3.0949193737478846,6.463874999999999,0.0,0.8007713208212833,1.2487959720814985,0.0,0.3268375989911272,0.634,0.3268375989911272,2.0,0.0,3.0,9,C,4.0,3.0,3.0,4.0,5.0,0.77,5.45460604626952,5.801718749999999,0.0,0.7569030644986275,1.3211731421148358,0.0,0.4087536536240568,0.634,0.4087536536240568,2.0,0.0,4.0,15,F,1.0,3.0,3.0,7.0,7.0,0.72,7.301966505675029,2.9954296875000006,0.0,1.3981308435399429,0.7152406404740267,0.0,-0.1647425802774063,-0.317,-0.1647425802774063,2.0,5.010823706211828,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 Fluorotelomer alcohol,CD3OD
8_alcohols_11,-125.81,F,1.0,3.0,3.0,7.0,5.0,0.72,4.565556444728287,3.84271875,0.0,1.23921853165674,0.8069601724427707,0.0,-0.1923173682045912,-0.317,-0.1923173682045912,2.0,4.6845615869270025,0,6,C,4.0,3.0,3.0,4.0,4.0,0.77,4.437459168262848,6.3254375,0.0,0.7480754793608552,1.336763505274074,0.0,0.381544539267238,0.634,0.381544539267238,2.0,0.0,1,7,F,1.0,3.0,3.0,7.0,5.0,0.72,5.14251703546036,3.84271875,0.0,1.24244154663776,0.804866838770931,0.0,-0.1923173682045912,-0.317,-0.1923173682045912,2.0,4.6845615869270025,2.0,3,C,4.0,3.0,3.0,4.0,3.0,0.77,3.0949193737478846,6.463874999999999,0.0,0.8007713208212833,1.2487959720814985,0.0,0.3268375989911272,0.634,0.3268375989911272,2.0,0.0,3.0,9,C,4.0,3.0,3.0,4.0,5.0,0.77,5.45460604626952,5.801718749999999,0.0,0.7569030644986275,1.3211731421148358,0.0,0.4087536536240568,0.634,0.4087536536240568,2.0,0.0,4.0,14,F,1.0,3.0,3.0,7.0,7.0,0.72,6.910231153876113,2.9954296875000006,0.0,1.3981182242254382,0.7152470961845899,0.0,-0.1647425802774063,-0.317,-0.1647425802774063,2.0,5.010823706211828,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 Fluorotelomer alcohol,CD3OD
10_alcohols_11,-127.28,F,1.0,3.0,3.0,7.0,6.0,0.72,5.822761441962053,3.580859375,0.0,1.2658943844186823,0.7899553172117236,0.0,-0.1889448916451057,-0.317,-0.1889448916451057,2.0,4.724000779206309,0,9,C,4.0,3.0,3.0,4.0,5.0,0.77,5.45460604626952,5.801718749999999,0.0,0.7569030644986275,1.3211731421148358,0.0,0.4087536536240568,0.634,0.4087536536240568,2.0,0.0,1,11,F,1.0,3.0,3.0,7.0,6.0,0.72,5.321225968703077,3.580859375,0.0,1.264132641767924,0.7910562285627502,0.0,-0.1889448916451057,-0.317,-0.1889448916451057,2.0,4.724000779206309,2.0,12,C,4.0,3.0,3.0,4.0,6.0,0.77,6.767696687943395,4.630859375,0.0,0.8279439561781504,1.2078112202377476,0.0,0.4598038615813843,0.951,0.4598038615813843,2.0,0.0,3.0,6,C,4.0,3.0,3.0,4.0,4.0,0.77,4.437459168262848,6.3254375,0.0,0.7480754793608552,1.336763505274074,0.0,0.381544539267238,0.634,0.381544539267238,2.0,0.0,4.0,5,F,1.0,3.0,3.0,7.0,4.0,0.72,3.666640589149692,3.9119375,0.0,1.304732735018857,0.766440492493313,0.0,-0.1986252394340745,-0.317,-0.1986252394340745,2.0,4.61114146044831,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 Fluorotelomer alcohol,CD3OD
11_alcohols_11,-127.28,F,1.0,3.0,3.0,7.0,6.0,0.72,5.321225968703077,3.580859375,0.0,1.264132641767924,0.7910562285627502,0.0,-0.1889448916451057,-0.317,-0.1889448916451057,2.0,4.724000779206309,0,9,C,4.0,3.0,3.0,4.0,5.0,0.77,5.45460604626952,5.801718749999999,0.0,0.7569030644986275,1.3211731421148358,0.0,0.4087536536240568,0.634,0.4087536536240568,2.0,0.0,1,10,F,1.0,3.0,3.0,7.0,6.0,0.72,5.822761441962053,3.580859375,0.0,1.2658943844186823,0.7899553172117236,0.0,-0.1889448916451057,-0.317,-0.1889448916451057,2.0,4.724000779206309,2.0,12,C,4.0,3.0,3.0,4.0,6.0,0.77,6.767696687943395,4.630859375,0.0,0.8279439561781504,1.2078112202377476,0.0,0.4598038615813843,0.951,0.4598038615813843,2.0,0.0,3.0,6,C,4.0,3.0,3.0,4.0,4.0,0.77,4.437459168262848,6.3254375,0.0,0.7480754793608552,1.336763505274074,0.0,0.381544539267238,0.634,0.381544539267238,2.0,0.0,4.0,4,F,1.0,3.0,3.0,7.0,4.0,0.72,2.7929331642558153,3.9119375,0.0,1.271244370840007,0.786630818541383,0.0,-0.1986252394340745,-0.317,-0.1986252394340745,2.0,4.61114146044831,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 Fluorotelomer alcohol,CD3OD
13_alcohols_11,-82.73,F,1.0,3.0,3.0,7.0,7.0,0.72,7.780289738178135,2.9954296875000006,0.0,1.521171690225092,0.6573879900775876,0.0,-0.1647425802774063,-0.317,-0.1647425802774063,2.0,5.010823706211828,0,12,C,4.0,3.0,3.0,4.0,6.0,0.77,6.767696687943395,4.630859375,0.0,0.8279439561781504,1.2078112202377476,0.0,0.4598038615813843,0.951,0.4598038615813843,2.0,0.0,1,15,F,1.0,3.0,3.0,7.0,7.0,0.72,7.301966505675029,2.9954296875000006,0.0,1.3981308435399429,0.7152406404740267,0.0,-0.1647425802774063,-0.317,-0.1647425802774063,2.0,5.010823706211828,2.0,14,F,1.0,3.0,3.0,7.0,7.0,0.72,6.910231153876113,2.9954296875000006,0.0,1.3981182242254382,0.7152470961845899,0.0,-0.1647425802774063,-0.317,-0.1647425802774063,2.0,5.010823706211828,3.0,9,C,4.0,3.0,3.0,4.0,5.0,0.77,5.45460604626952,5.801718749999999,0.0,0.7569030644986275,1.3211731421148358,0.0,0.4087536536240568,0.634,0.4087536536240568,2.0,0.0,4.0,11,F,1.0,3.0,3.0,7.0,6.0,0.72,5.321225968703077,3.580859375,0.0,1.264132641767924,0.7910562285627502,0.0,-0.1889448916451057,-0.317,-0.1889448916451057,2.0,4.724000779206309,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 Fluorotelomer alcohol,CD3OD
14_alcohols_11,-82.73,F,1.0,3.0,3.0,7.0,7.0,0.72,6.910231153876113,2.9954296875000006,0.0,1.3981182242254382,0.7152470961845899,0.0,-0.1647425802774063,-0.317,-0.1647425802774063,2.0,5.010823706211828,0,12,C,4.0,3.0,3.0,4.0,6.0,0.77,6.767696687943395,4.630859375,0.0,0.8279439561781504,1.2078112202377476,0.0,0.4598038615813843,0.951,0.4598038615813843,2.0,0.0,1,13,F,1.0,3.0,3.0,7.0,7.0,0.72,7.780289738178135,2.9954296875000006,0.0,1.521171690225092,0.6573879900775876,0.0,-0.1647425802774063,-0.317,-0.1647425802774063,2.0,5.010823706211828,2.0,15,F,1.0,3.0,3.0,7.0,7.0,0.72,7.301966505675029,2.9954296875000006,0.0,1.3981308435399429,0.7152406404740267,0.0,-0.1647425802774063,-0.317,-0.1647425802774063,2.0,5.010823706211828,3.0,9,C,4.0,3.0,3.0,4.0,5.0,0.77,5.45460604626952,5.801718749999999,0.0,0.7569030644986275,1.3211731421148358,0.0,0.4087536536240568,0.634,0.4087536536240568,2.0,0.0,4.0,8,F,1.0,3.0,3.0,7.0,5.0,0.72,4.565556444728287,3.84271875,0.0,1.23921853165674,0.8069601724427707,0.0,-0.1923173682045912,-0.317,-0.1923173682045912,2.0,4.6845615869270025,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 Fluorotelomer alcohol,CD3OD
15_alcohols_11,-82.73,F,1.0,3.0,3.0,7.0,7.0,0.72,7.301966505675029,2.9954296875000006,0.0,1.3981308435399429,0.7152406404740267,0.0,-0.1647425802774063,-0.317,-0.1647425802774063,2.0,5.010823706211828,0,12,C,4.0,3.0,3.0,4.0,6.0,0.77,6.767696687943395,4.630859375,0.0,0.8279439561781504,1.2078112202377476,0.0,0.4598038615813843,0.951,0.4598038615813843,2.0,0.0,1,13,F,1.0,3.0,3.0,7.0,7.0,0.72,7.780289738178135,2.9954296875000006,0.0,1.521171690225092,0.6573879900775876,0.0,-0.1647425802774063,-0.317,-0.1647425802774063,2.0,5.010823706211828,2.0,14,F,1.0,3.0,3.0,7.0,7.0,0.72,6.910231153876113,2.9954296875000006,0.0,1.3981182242254382,0.7152470961845899,0.0,-0.1647425802774063,-0.317,-0.1647425802774063,2.0,5.010823706211828,3.0,9,C,4.0,3.0,3.0,4.0,5.0,0.77,5.45460604626952,5.801718749999999,0.0,0.7569030644986275,1.3211731421148358,0.0,0.4087536536240568,0.634,0.4087536536240568,2.0,0.0,4.0,7,F,1.0,3.0,3.0,7.0,5.0,0.72,5.14251703546036,3.84271875,0.0,1.24244154663776,0.804866838770931,0.0,-0.1923173682045912,-0.317,-0.1923173682045912,2.0,4.6845615869270025,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 Fluorotelomer alcohol,CD3OD
4_From_Review_71,-158.0,F,1.0,3.0,3.0,7.0,2.0,0.72,2.7980694630405445,2.762750000000001,0.0,2.6336314137874526,0.379703854823743,0.0,-0.2522475650144244,-0.411,-0.2522475650144244,2.0,4.005260526336489,0,1,Si,4.0,3.0,3.0,4.0,1.0,1.11,1.8567294417873597,5.229500000000002,0.0,1.282803531126031,0.7795426000443035,0.0,0.1414842431046336,0.6930000000000001,0.1414842431046336,3.0,0.0,1,0,C,1.0,3.0,3.0,4.0,0.0,0.77,0.0,4.017500000000001,0.0,3.147493742810591,0.317713101824005,0.0,0.0369211073032636,-0.094,0.0369211073032636,2.0,0.0,2.0,3,C,1.0,3.0,3.0,4.0,2.0,0.77,3.0661759473324426,4.017500000000001,0.0,3.147395497090248,0.3177230192152512,0.0,0.0369211073032636,-0.094,0.0369211073032636,2.0,0.0,3.0,2,C,1.0,3.0,3.0,4.0,2.0,0.77,3.0661219055999713,4.017500000000001,0.0,3.147548421748883,0.3177075825395457,0.0,0.0369211073032636,-0.094,0.0369211073032636,2.0,0.0,4.0,4,F,1.0,3.0,3.0,7.0,2.0,0.72,2.7980694630405445,2.762750000000001,0.0,2.6336314137874526,0.379703854823743,0.0,-0.2522475650144244,-0.411,-0.2522475650144244,2.0,4.005260526336489,C[Si](C)(C)F,fluorotrimethylsilane,CDCl3
4_ether_12,-119.9,F,1.0,3.0,3.0,7.0,3.0,0.72,2.8430259794803145,3.725625,0.0,1.2685716886969376,0.7882881266467396,0.0,-0.1873741271510109,-0.317,-0.1873741271510109,2.0,4.7424140785124145,0,3,C,4.0,3.0,3.0,4.0,2.0,0.77,2.4514697978967637,6.0912500000000005,0.0,0.7776926931384379,1.285854951220416,0.0,0.4042782610950842,0.7290000000000001,0.4042782610950842,2.0,0.0,1,5,F,1.0,3.0,3.0,7.0,3.0,0.72,3.5214105256274792,3.725625,0.0,1.2739487925707218,0.7849609072450109,0.0,-0.1873741271510109,-0.317,-0.1873741271510109,2.0,4.7424140785124145,2.0,6,C,4.0,3.0,3.0,4.0,3.0,0.77,3.1685574793587064,6.105374999999999,0.0,0.746498854286016,1.3395867847063792,0.0,0.408335417724228,0.634,0.408335417724228,2.0,0.0,3.0,1,C,3.0,2.0,2.0,4.0,1.0,0.77,1.222912580685962,5.2567499999999985,0.0,0.928483903824502,1.0770245944823784,0.048704618931125,0.367804580816601,0.953,0.416509199747726,2.0,9.159133932634816,4.0,12,O,2.0,3.0,3.0,6.0,5.0,0.73,4.9183242125748485,4.80709375,0.0,0.9399985355163712,1.0638314446422708,0.0,-0.2210170814193094,-0.486,-0.2210170814193094,2.0,4.982400447662894,O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,Perfluoro-4-methoxybutanoic acid,D2O
5_ether_12,-119.9,F,1.0,3.0,3.0,7.0,3.0,0.72,3.5214105256274792,3.725625,0.0,1.2739487925707218,0.7849609072450109,0.0,-0.1873741271510109,-0.317,-0.1873741271510109,2.0,4.7424140785124145,0,3,C,4.0,3.0,3.0,4.0,2.0,0.77,2.4514697978967637,6.0912500000000005,0.0,0.7776926931384379,1.285854951220416,0.0,0.4042782610950842,0.7290000000000001,0.4042782610950842,2.0,0.0,1,4,F,1.0,3.0,3.0,7.0,3.0,0.72,2.8430259794803145,3.725625,0.0,1.2685716886969376,0.7882881266467396,0.0,-0.1873741271510109,-0.317,-0.1873741271510109,2.0,4.7424140785124145,2.0,6,C,4.0,3.0,3.0,4.0,3.0,0.77,3.1685574793587064,6.105374999999999,0.0,0.746498854286016,1.3395867847063792,0.0,0.408335417724228,0.634,0.408335417724228,2.0,0.0,3.0,1,C,3.0,2.0,2.0,4.0,1.0,0.77,1.222912580685962,5.2567499999999985,0.0,0.928483903824502,1.0770245944823784,0.048704618931125,0.367804580816601,0.953,0.416509199747726,2.0,9.159133932634816,4.0,10,F,1.0,3.0,3.0,7.0,5.0,0.72,5.237808139861558,3.49209375,0.0,1.1858279999156818,0.8432926192256424,0.0,-0.1682026054739392,-0.317,-0.1682026054739392,2.0,4.9694111097843,O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,Perfluoro-4-methoxybutanoic acid,D2O
7_ether_12,-129.4,F,1.0,3.0,3.0,7.0,4.0,0.72,3.5959820869965413,3.7326875,0.0,1.2681832409856597,0.78852958127942,0.0,-0.1888830721135094,-0.317,-0.1888830721135094,2.0,4.72472492931505,0,6,C,4.0,3.0,3.0,4.0,3.0,0.77,3.1685574793587064,6.105374999999999,0.0,0.746498854286016,1.3395867847063792,0.0,0.408335417724228,0.634,0.408335417724228,2.0,0.0,1,8,F,1.0,3.0,3.0,7.0,4.0,0.72,2.9947248053869657,3.7326875,0.0,1.250373166823319,0.7997612445095784,0.0,-0.1888830721135094,-0.317,-0.1888830721135094,2.0,4.72472492931505,2.0,9,C,4.0,3.0,3.0,4.0,4.0,0.77,4.5739601320956,5.624187499999999,0.0,0.7350448393979361,1.3604612214121312,0.0,0.4325253694097858,0.877,0.4325253694097858,2.0,0.0,3.0,3,C,4.0,3.0,3.0,4.0,2.0,0.77,2.4514697978967637,6.0912500000000005,0.0,0.7776926931384379,1.285854951220416,0.0,0.4042782610950842,0.7290000000000001,0.4042782610950842,2.0,0.0,4.0,11,F,1.0,3.0,3.0,7.0,5.0,0.72,5.450714750379073,3.49209375,0.0,1.2105264862300051,0.826086840209786,0.0,-0.1682026054739392,-0.317,-0.1682026054739392,2.0,4.9694111097843,O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,Perfluoro-4-methoxybutanoic acid,D2O
8_ether_12,-129.4,F,1.0,3.0,3.0,7.0,4.0,0.72,2.9947248053869657,3.7326875,0.0,1.250373166823319,0.7997612445095784,0.0,-0.1888830721135094,-0.317,-0.1888830721135094,2.0,4.72472492931505,0,6,C,4.0,3.0,3.0,4.0,3.0,0.77,3.1685574793587064,6.105374999999999,0.0,0.746498854286016,1.3395867847063792,0.0,0.408335417724228,0.634,0.408335417724228,2.0,0.0,1,7,F,1.0,3.0,3.0,7.0,4.0,0.72,3.5959820869965413,3.7326875,0.0,1.2681832409856597,0.78852958127942,0.0,-0.1888830721135094,-0.317,-0.1888830721135094,2.0,4.72472492931505,2.0,9,C,4.0,3.0,3.0,4.0,4.0,0.77,4.5739601320956,5.624187499999999,0.0,0.7350448393979361,1.3604612214121312,0.0,0.4325253694097858,0.877,0.4325253694097858,2.0,0.0,3.0,3,C,4.0,3.0,3.0,4.0,2.0,0.77,2.4514697978967637,6.0912500000000005,0.0,0.7776926931384379,1.285854951220416,0.0,0.4042782610950842,0.7290000000000001,0.4042782610950842,2.0,0.0,4.0,11,F,1.0,3.0,3.0,7.0,5.0,0.72,5.450714750379073,3.49209375,0.0,1.2105264862300051,0.826086840209786,0.0,-0.1682026054739392,-0.317,-0.1682026054739392,2.0,4.9694111097843,O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,Perfluoro-4-methoxybutanoic acid,D2O
10_ether_12,-87.7,F,1.0,3.0,3.0,7.0,5.0,0.72,5.237808139861558,3.49209375,0.0,1.1858279999156818,0.8432926192256424,0.0,-0.1682026054739392,-0.317,-0.1682026054739392,2.0,4.9694111097843,0,9,C,4.0,3.0,3.0,4.0,4.0,0.77,4.5739601320956,5.624187499999999,0.0,0.7350448393979361,1.3604612214121312,0.0,0.4325253694097858,0.877,0.4325253694097858,2.0,0.0,1,11,F,1.0,3.0,3.0,7.0,5.0,0.72,5.450714750379073,3.49209375,0.0,1.2105264862300051,0.826086840209786,0.0,-0.1682026054739392,-0.317,-0.1682026054739392,2.0,4.9694111097843,2.0,12,O,2.0,3.0,3.0,6.0,5.0,0.73,4.9183242125748485,4.80709375,0.0,0.9399985355163712,1.0638314446422708,0.0,-0.2210170814193094,-0.486,-0.2210170814193094,2.0,4.982400447662894,3.0,6,C,4.0,3.0,3.0,4.0,3.0,0.77,3.1685574793587064,6.105374999999999,0.0,0.746498854286016,1.3395867847063792,0.0,0.408335417724228,0.634,0.408335417724228,2.0,0.0,4.0,14,F,1.0,3.0,3.0,7.0,7.0,0.72,6.987662162697908,2.6467734375000003,0.0,1.3752740084471715,0.7271278260607169,0.0,-0.1437013432608532,-0.317,-0.1437013432608532,2.0,5.2655918143968234,O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,Perfluoro-4-methoxybutanoic acid,D2O
