,0,1,2,3,4,5,NMR_Peaks
0_From_Review_483,F-1;C(//),F-1;C(*C*C//),"F-1;C(*C*C/*N,*N/)","F-1;C(*C*C/*N,*N/*C,*&)","F-1;C(*C*C/*N,*N/*C,*&)*&F/","F-1;C(*C*C/*N,*N/*C,*&)*&F/,/",-141.0
34_COOH_31,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-126.2
35_COOH_31,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-126.2
37_COOH_31,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-81.26
38_COOH_31,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-81.26
39_COOH_31,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-81.26
7_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,C,/)","F-1;C(CCF/CFF,C,/CFF,,,S)","F-1;C(CCF/CFF,C,/CFF,,,S)CFF,,,=O=OO/","F-1;C(CCF/CFF,C,/CFF,,,S)CFF,,,=O=OO/CFF,,,,,/",-115.11
8_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,C,/)","F-1;C(CCF/CFF,C,/CFF,,,S)","F-1;C(CCF/CFF,C,/CFF,,,S)CFF,,,=O=OO/","F-1;C(CCF/CFF,C,/CFF,,,S)CFF,,,=O=OO/CFF,,,,,/",-115.11
10_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,S/","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,S/CFF,,,=O=OO/",-122.7
11_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,S/","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,S/CFF,,,=O=OO/",-122.7
13_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/CFF,,,S/",-123.73
14_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/CFF,,,S/",-123.73
16_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,CFF,FF,,,,/C,FFF,,,,/",-123.73
17_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,CFF,FF,,,,/C,FFF,,,,/",-123.73
19_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/CFF,,,,,/",-123.73
20_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/CFF,,,,,/",-123.73
22_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-124.5
23_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-124.5
25_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-127.28
26_SO3H_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-127.28
28_SO3H_26,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.37
29_SO3H_26,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.37
30_SO3H_26,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.37
11_From_Review_39,F-1;C(//),F-1;C(CC//),"F-1;C(CC/C,I/)","F-1;C(CC/C,I/C,)","F-1;C(CC/C,I/C,)C/","F-1;C(CC/C,I/C,)C/C/",-171.0
3_From_Review_91,F-1;C(//),F-1;C(CC//),"F-1;C(CC/=O,C,N/)","F-1;C(CC/=O,C,N/,,CC)","F-1;C(CC/=O,C,N/,,CC),/","F-1;C(CC/=O,C,N/,,CC),//",-187.0
3_From_Review_58,F-1;C(//),F-1;C(S//),F-1;C(S/=OC/),"F-1;C(S/=OC/,*C*C)","F-1;C(S/=OC/,*C*C)*C,*C/","F-1;C(S/=OC/,*C*C)*C,*C/*C,*&/",-213.0
4_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*CC,*CO)","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/*&C,FFF,,,,FFF/",-55.8
5_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*CC,*CO)","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/*&C,FFF,,,,FFF/",-55.8
6_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*CC,*CO)","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/*&C,FFF,,,,FFF/",-55.8
9_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*CC,*&O,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*CC,*&O,FFF,FFF/*&C,FFF,,,,,,,/",-51.5
10_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*CC,*&O,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*CC,*&O,FFF,FFF/*&C,FFF,,,,,,,/",-51.5
11_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*CC,*&O,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*CC,*&O,FFF,FFF/*&C,FFF,,,,,,,/",-51.5
14_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&O,FFF,FFF,,,,,,/",-49.4
15_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&O,FFF,FFF,,,,,,/",-49.4
16_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&O,FFF,FFF,,,,,,/",-49.4
19_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*CC,C)","F-1;C(CFF/*C*C,,/*C,*CC,C)*CC,*&O,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*CC,C)*CC,*&O,FFF,FFF/*&C,FFF,,,,,,,/",-51.5
20_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*CC,C)","F-1;C(CFF/*C*C,,/*C,*CC,C)*CC,*&O,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*CC,C)*CC,*&O,FFF,FFF/*&C,FFF,,,,,,,/",-51.5
21_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*CC,C)","F-1;C(CFF/*C*C,,/*C,*CC,C)*CC,*&O,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*CC,C)*CC,*&O,FFF,FFF/*&C,FFF,,,,,,,/",-51.5
24_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*CC,*CO)","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/*&C,FFF,,,,FFF/",-55.8
25_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*CC,*CO)","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/*&C,FFF,,,,FFF/",-55.8
26_From_Review_379,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*CC,*CO)","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/","F-1;C(CFF/*C*C,,/*CC,*CO)*CC,FFF,*&C,/*&C,FFF,,,,FFF/",-55.8
4_From_Review_3,F-1;C(//),F-1;C(C//),F-1;C(C/C/),F-1;C(C/C/C),F-1;C(C/C/C)/,F-1;C(C/C/C)//,-219.0
4_ether_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=OO,/)","F-1;C(CCF/CFF,=OO,/OFF,,,,)","F-1;C(CCF/CFF,=OO,/OFF,,,,)C,,/","F-1;C(CCF/CFF,=OO,/OFF,,,,)C,,/FFF/",-119.9
5_ether_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=OO,/)","F-1;C(CCF/CFF,=OO,/OFF,,,,)","F-1;C(CCF/CFF,=OO,/OFF,,,,)C,,/","F-1;C(CCF/CFF,=OO,/OFF,,,,)C,,/FFF/",-119.9
7_ether_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,OFF,/)","F-1;C(CCF/CFF,OFF,/=OO,,,C,,)","F-1;C(CCF/CFF,OFF,/=OO,,,C,,),,FFF/","F-1;C(CCF/CFF,OFF,/=OO,,,C,,),,FFF/,,/",-129.4
8_ether_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,OFF,/)","F-1;C(CCF/CFF,OFF,/=OO,,,C,,)","F-1;C(CCF/CFF,OFF,/=OO,,,C,,),,FFF/","F-1;C(CCF/CFF,OFF,/=OO,,,C,,),,FFF/,,/",-129.4
10_ether_12,F-1;C(//),F-1;C(COF//),"F-1;C(COF/CFF,C,/)","F-1;C(COF/CFF,C,/CFF,,,FFF)","F-1;C(COF/CFF,C,/CFF,,,FFF)=OO,,,,,/","F-1;C(COF/CFF,C,/CFF,,,FFF)=OO,,,,,/,/",-87.7
11_ether_12,F-1;C(//),F-1;C(COF//),"F-1;C(COF/CFF,C,/)","F-1;C(COF/CFF,C,/CFF,,,FFF)","F-1;C(COF/CFF,C,/CFF,,,FFF)=OO,,,,,/","F-1;C(COF/CFF,C,/CFF,,,FFF)=OO,,,,,/,/",-87.7
14_ether_12,F-1;C(//),F-1;C(OFF//),"F-1;C(OFF/C,,/)","F-1;C(OFF/C,,/CFF)","F-1;C(OFF/C,,/CFF)CFF,,/","F-1;C(OFF/C,,/CFF)CFF,,/CFF,,/",-57.8
15_ether_12,F-1;C(//),F-1;C(OFF//),"F-1;C(OFF/C,,/)","F-1;C(OFF/C,,/CFF)","F-1;C(OFF/C,,/CFF)CFF,,/","F-1;C(OFF/C,,/CFF)CFF,,/CFF,,/",-57.8
16_ether_12,F-1;C(//),F-1;C(OFF//),"F-1;C(OFF/C,,/)","F-1;C(OFF/C,,/CFF)","F-1;C(OFF/C,,/CFF)CFF,,/","F-1;C(OFF/C,,/CFF)CFF,,/CFF,,/",-57.8
2_From_Review_64,F-1;C(//),F-1;C(CC//),"F-1;C(CC/C,/)","F-1;C(CC/C,/O)","F-1;C(CC/C,/O)/","F-1;C(CC/C,/O)//",-173
0_From_Review_152,F-1;C(//),F-1;C(=C//),F-1;C(=C/\O\F/),"F-1;C(=C/\O\F/C,)","F-1;C(=C/\O\F/C,)FFF/","F-1;C(=C/\O\F/C,)FFF/,,/",-188.0
3_From_Review_152,F-1;C(//),F-1;C(=CO//),"F-1;C(=CO/\F,C/)","F-1;C(=CO/\F,C/,FFF)","F-1;C(=CO/\F,C/,FFF),,/","F-1;C(=CO/\F,C/,FFF),,//",-132.0
6_From_Review_152,F-1;C(//),F-1;C(OFF//),"F-1;C(OFF/C,,/)","F-1;C(OFF/C,,/=CF)","F-1;C(OFF/C,,/=CF)F,/","F-1;C(OFF/C,,/=CF)F,//",-62.0
7_From_Review_152,F-1;C(//),F-1;C(OFF//),"F-1;C(OFF/C,,/)","F-1;C(OFF/C,,/=CF)","F-1;C(OFF/C,,/=CF)F,/","F-1;C(OFF/C,,/=CF)F,//",-62.0
8_From_Review_152,F-1;C(//),F-1;C(OFF//),"F-1;C(OFF/C,,/)","F-1;C(OFF/C,,/=CF)","F-1;C(OFF/C,,/=CF)F,/","F-1;C(OFF/C,,/=CF)F,//",-62.0
11_From_Review_325,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/C)","F-1;C(CFF/C,,/C)=OC/","F-1;C(CFF/C,,/C)=OC/,C/",-67.0
12_From_Review_325,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/C)","F-1;C(CFF/C,,/C)=OC/","F-1;C(CFF/C,,/C)=OC/,C/",-67.0
13_From_Review_325,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/C)","F-1;C(CFF/C,,/C)=OC/","F-1;C(CFF/C,,/C)=OC/,C/",-67.0
4_From_Review_44,F-1;C(//),F-1;C(O//),F-1;C(O/C/),F-1;C(O/C/=OC),"F-1;C(O/C/=OC),*C*C/","F-1;C(O/C/=OC),*C*C/*C*C,*C/",-158.0
5_From_Review_137,F-1;C(//),F-1;C(=CC//),"F-1;C(=CC/C,C/)","F-1;C(=CC/C,C/O,C)","F-1;C(=CC/C,C/O,C),C/","F-1;C(=CC/C,C/O,C),C//",-106.0
4_From_Review_131,F-1;C(//),F-1;C(=CC//),"F-1;C(=CC/,=C/)","F-1;C(=CC/,=C/)","F-1;C(=CC/,=C/)/","F-1;C(=CC/,=C/)//",-120.0
6_From_Review_361,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=C,,/)","F-1;C(CFF/=C,,/\C)","F-1;C(CFF/=C,,/\C)=OO/","F-1;C(CFF/=C,,/\C)=OO/,/",-66.0
7_From_Review_361,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=C,,/)","F-1;C(CFF/=C,,/\C)","F-1;C(CFF/=C,,/\C)=OO/","F-1;C(CFF/=C,,/\C)=OO/,/",-66.0
8_From_Review_361,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=C,,/)","F-1;C(CFF/=C,,/\C)","F-1;C(CFF/=C,,/\C)=OO/","F-1;C(CFF/=C,,/\C)=OO/,/",-66.0
4_COOH_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=OO,/)","F-1;C(CCF/CFF,=OO,/CFF,,,,)","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/CFF,,/",-120.19
5_COOH_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=OO,/)","F-1;C(CCF/CFF,=OO,/CFF,,,,)","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/CFF,,/",-120.19
7_COOH_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,CFF,/)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/FFF,,/",-122.91
8_COOH_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,CFF,/)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/FFF,,/",-122.91
10_COOH_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)FFF,,,=OO,,/","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)FFF,,,=OO,,/,,,,/",-123.92
11_COOH_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)FFF,,,=OO,,/","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)FFF,,,=OO,,/,,,,/",-123.92
13_COOH_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/=OO,,/",-124.09
14_COOH_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/=OO,,/",-124.09
16_COOH_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-127.36
17_COOH_26,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-127.36
19_COOH_26,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.43
20_COOH_26,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.43
21_COOH_26,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.43
4_alcohols_4,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,C,/)","F-1;C(CCF/CFF,C,/CFF,,,O)","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,/","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,/CFF,,/",-113.73
5_alcohols_4,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,C,/)","F-1;C(CCF/CFF,C,/CFF,,,O)","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,/","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,/CFF,,/",-113.73
7_alcohols_4,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/CFF,,,/",-121.84
8_alcohols_4,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/CFF,,,/",-121.84
10_alcohols_4,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/CFF,,,O/",-122.06
11_alcohols_4,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/CFF,,,O/",-122.06
13_alcohols_4,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,CFF,FF,,,,/C,FFF,,,,/",-122.06
14_alcohols_4,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,CFF,FF,,,,/C,FFF,,,,/",-122.06
16_alcohols_4,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/CFF,,,,,/",-122.86
17_alcohols_4,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/CFF,,,,,/",-122.86
